"order_item_id","order_id","product_id","quantity","unit_price","subtotal"
"ORDITEM_ORD_000013_2","ORD_000013","PROD_000454","1","354,94","354,94"
"ORDITEM_ORD_000013_3","ORD_000013","PROD_000179","1","652,91","652,91"
"ORDITEM_ORD_000014_0","ORD_000014","PROD_000426","2","735,85","1471,69"
"ORDITEM_ORD_000014_1","ORD_000014","PROD_000260","2","500,21","1000,42"
"ORDITEM_ORD_000014_2","ORD_000014","PROD_000318","3","903,47","2710,40"
"ORDITEM_ORD_000015_0","ORD_000015","PROD_000474","1","25,67","25,67"
"ORDITEM_ORD_000015_1","ORD_000015","PROD_000192","3","358,57","1075,71"
"ORDITEM_ORD_000015_2","ORD_000015","PROD_000248","1","619,19","619,19"
"ORDITEM_ORD_000016_0","ORD_000016","PROD_000067","2","455,90","911,81"
"ORDITEM_ORD_000016_1","ORD_000016","PROD_000326","2","409,26","818,52"
"ORDITEM_ORD_000016_2","ORD_000016","PROD_000307","2","608,30","1216,61"
"ORDITEM_ORD_000017_0","ORD_000017","PROD_000417","1","65,06","65,06"
"ORDITEM_ORD_000018_0","ORD_000018","PROD_000368","2","264,92","529,84"
"ORDITEM_ORD_000019_0","ORD_000019","PROD_000045","2","16,84","33,67"
"ORDITEM_ORD_000019_1","ORD_000019","PROD_000062","2","36,56","73,12"
"ORDITEM_ORD_000019_2","ORD_000019","PROD_000290","1","995,64","995,64"
"ORDITEM_ORD_000020_0","ORD_000020","PROD_000104","2","866,85","1733,70"
"ORDITEM_ORD_000020_1","ORD_000020","PROD_000320","3","104,73","314,20"
"ORDITEM_ORD_000021_0","ORD_000021","PROD_000035","2","504,01","1008,02"
"ORDITEM_ORD_000021_1","ORD_000021","PROD_000245","1","341,02","341,02"
"ORDITEM_ORD_000021_2","ORD_000021","PROD_000378","2","583,79","1167,58"
"ORDITEM_ORD_000021_3","ORD_000021","PROD_000380","1","178,63","178,63"
"ORDITEM_ORD_000022_0","ORD_000022","PROD_000352","1","919,24","919,24"
"ORDITEM_ORD_000022_1","ORD_000022","PROD_000219","3","931,81","2795,42"
"ORDITEM_ORD_000022_2","ORD_000022","PROD_000036","3","704,94","2114,82"
"ORDITEM_ORD_000022_3","ORD_000022","PROD_000169","3","358,17","1074,50"
"ORDITEM_ORD_000023_0","ORD_000023","PROD_000147","3","141,00","423,01"
"ORDITEM_ORD_000023_1","ORD_000023","PROD_000021","2","23,06","46,13"
"ORDITEM_ORD_000024_0","ORD_000024","PROD_000142","3","950,69","2852,06"
"ORDITEM_ORD_000024_1","ORD_000024","PROD_000355","1","725,37","725,37"
"ORDITEM_ORD_000024_2","ORD_000024","PROD_000260","2","245,84","491,67"
"ORDITEM_ORD_000024_3","ORD_000024","PROD_000421","3","201,39","604,16"
"ORDITEM_ORD_000025_0","ORD_000025","PROD_000423","1","350,96","350,96"
"ORDITEM_ORD_000025_1","ORD_000025","PROD_000224","3","466,16","1398,48"
"ORDITEM_ORD_000025_2","ORD_000025","PROD_000377","2","997,46","1994,92"
"ORDITEM_ORD_000026_0","ORD_000026","PROD_000417","3","954,48","2863,45"
"ORDITEM_ORD_000026_1","ORD_000026","PROD_000410","2","430,57","861,15"
"ORDITEM_ORD_000026_2","ORD_000026","PROD_000103","3","312,72","938,16"
"ORDITEM_ORD_000027_0","ORD_000027","PROD_000285","3","78,23","234,70"
"ORDITEM_ORD_000027_1","ORD_000027","PROD_000128","2","768,38","1536,76"
"ORDITEM_ORD_000028_0","ORD_000028","PROD_000144","3","113,61","340,84"
"ORDITEM_ORD_000029_0","ORD_000029","PROD_000001","1","809,94","809,94"
"ORDITEM_ORD_000029_1","ORD_000029","PROD_000034","2","595,88","1191,75"
"ORDITEM_ORD_000030_0","ORD_000030","PROD_000382","1","20,58","20,58"
"ORDITEM_ORD_000031_0","ORD_000031","PROD_000330","3","495,34","1486,01"
"ORDITEM_ORD_000031_1","ORD_000031","PROD_000045","2","700,28","1400,55"
"ORDITEM_ORD_000032_0","ORD_000032","PROD_000163","2","968,69","1937,39"
"ORDITEM_ORD_000032_1","ORD_000032","PROD_000012","3","425,76","1277,27"
"ORDITEM_ORD_000032_2","ORD_000032","PROD_000369","3","227,88","683,65"
"ORDITEM_ORD_000032_3","ORD_000032","PROD_000496","3","218,49","655,47"
"ORDITEM_ORD_000033_0","ORD_000033","PROD_000088","1","520,18","520,18"
"ORDITEM_ORD_000034_0","ORD_000034","PROD_000276","1","186,83","186,83"
"ORDITEM_ORD_000034_1","ORD_000034","PROD_000348","1","757,60","757,60"
"ORDITEM_ORD_000035_0","ORD_000035","PROD_000070","2","457,38","914,75"
"ORDITEM_ORD_000036_0","ORD_000036","PROD_000214","1","38,72","38,72"
"ORDITEM_ORD_000037_0","ORD_000037","PROD_000201","3","232,37","697,10"
"ORDITEM_ORD_000038_0","ORD_000038","PROD_000186","1","30,61","30,61"
"ORDITEM_ORD_000038_1","ORD_000038","PROD_000485","1","687,12","687,12"
"ORDITEM_ORD_000038_2","ORD_000038","PROD_000137","3","543,50","1630,50"
"ORDITEM_ORD_000039_0","ORD_000039","PROD_000465","3","786,33","2359,00"
"ORDITEM_ORD_000039_1","ORD_000039","PROD_000142","3","703,79","2111,37"
"ORDITEM_ORD_000039_2","ORD_000039","PROD_000372","3","785,38","2356,15"
"ORDITEM_ORD_000040_0","ORD_000040","PROD_000331","3","78,11","234,33"
"ORDITEM_ORD_000041_0","ORD_000041","PROD_000397","3","89,50","268,50"
"ORDITEM_ORD_000041_1","ORD_000041","PROD_000366","3","920,62","2761,85"
"ORDITEM_ORD_000041_2","ORD_000041","PROD_000054","2","886,34","1772,69"
"ORDITEM_ORD_000042_0","ORD_000042","PROD_000242","2","635,84","1271,69"
"ORDITEM_ORD_000042_1","ORD_000042","PROD_000150","1","368,91","368,91"
"ORDITEM_ORD_000042_2","ORD_000042","PROD_000188","3","927,32","2781,95"
"ORDITEM_ORD_000042_3","ORD_000042","PROD_000394","1","74,75","74,75"
"ORDITEM_ORD_000043_0","ORD_000043","PROD_000186","3","496,15","1488,44"
"ORDITEM_ORD_000044_0","ORD_000044","PROD_000118","1","618,01","618,01"
"ORDITEM_ORD_000045_0","ORD_000045","PROD_000176","2","498,68","997,36"
"ORDITEM_ORD_000045_1","ORD_000045","PROD_000490","2","847,90","1695,81"
"ORDITEM_ORD_000045_2","ORD_000045","PROD_000116","2","751,95","1503,90"
"ORDITEM_ORD_000045_3","ORD_000045","PROD_000053","3","624,98","1874,95"
"ORDITEM_ORD_000046_0","ORD_000046","PROD_000168","2","354,43","708,85"
"ORDITEM_ORD_000047_0","ORD_000047","PROD_000362","3","303,82","911,47"
"ORDITEM_ORD_000048_0","ORD_000048","PROD_000344","2","684,56","1369,12"
"ORDITEM_ORD_000048_1","ORD_000048","PROD_000159","2","318,61","637,23"
"ORDITEM_ORD_000048_2","ORD_000048","PROD_000422","3","937,84","2813,52"
"ORDITEM_ORD_000049_0","ORD_000049","PROD_000174","2","213,74","427,48"
"ORDITEM_ORD_000049_1","ORD_000049","PROD_000177","2","371,23","742,46"
"ORDITEM_ORD_000049_2","ORD_000049","PROD_000408","2","789,46","1578,93"
"ORDITEM_ORD_000050_0","ORD_000050","PROD_000450","2","610,37","1220,73"
"ORDITEM_ORD_000050_1","ORD_000050","PROD_000038","1","147,42","147,42"
"ORDITEM_ORD_000050_2","ORD_000050","PROD_000312","2","757,13","1514,26"
"ORDITEM_ORD_000050_3","ORD_000050","PROD_000348","2","718,34","1436,68"
"ORDITEM_ORD_000051_0","ORD_000051","PROD_000337","1","83,76","83,76"
"ORDITEM_ORD_000052_0","ORD_000052","PROD_000350","1","995,80","995,80"
"ORDITEM_ORD_000052_1","ORD_000052","PROD_000155","2","926,01","1852,01"
"ORDITEM_ORD_000052_2","ORD_000052","PROD_000238","2","413,79","827,58"
"ORDITEM_ORD_000052_3","ORD_000052","PROD_000450","2","454,11","908,21"
"ORDITEM_ORD_000053_0","ORD_000053","PROD_000116","1","696,34","696,34"
"ORDITEM_ORD_000054_0","ORD_000054","PROD_000346","2","934,12","1868,24"
"ORDITEM_ORD_000055_0","ORD_000055","PROD_000216","1","302,75","302,75"
"ORDITEM_ORD_000055_1","ORD_000055","PROD_000287","3","852,90","2558,69"
"ORDITEM_ORD_000055_2","ORD_000055","PROD_000180","3","271,26","813,78"
"ORDITEM_ORD_000056_0","ORD_000056","PROD_000144","1","513,13","513,13"
"ORDITEM_ORD_000057_0","ORD_000057","PROD_000272","2","494,55","989,09"
"ORDITEM_ORD_000058_0","ORD_000058","PROD_000410","1","816,75","816,75"
"ORDITEM_ORD_000058_1","ORD_000058","PROD_000478","3","711,03","2133,09"
"ORDITEM_ORD_000058_2","ORD_000058","PROD_000356","3","622,49","1867,47"
"ORDITEM_ORD_000059_0","ORD_000059","PROD_000427","2","756,73","1513,46"
"ORDITEM_ORD_000059_1","ORD_000059","PROD_000286","3","614,79","1844,36"
"ORDITEM_ORD_000059_2","ORD_000059","PROD_000383","1","267,41","267,41"
"ORDITEM_ORD_000059_3","ORD_000059","PROD_000202","1","467,78","467,78"
"ORDITEM_ORD_000060_0","ORD_000060","PROD_000118","2","61,07","122,15"
"ORDITEM_ORD_000060_1","ORD_000060","PROD_000121","2","458,25","916,49"
"ORDITEM_ORD_000061_0","ORD_000061","PROD_000309","3","101,64","304,91"
"ORDITEM_ORD_000061_1","ORD_000061","PROD_000487","2","536,91","1073,82"
"ORDITEM_ORD_000062_0","ORD_000062","PROD_000308","2","727,07","1454,14"
"ORDITEM_ORD_000062_1","ORD_000062","PROD_000074","1","817,65","817,65"
"ORDITEM_ORD_000062_2","ORD_000062","PROD_000379","3","844,72","2534,17"
"ORDITEM_ORD_000062_3","ORD_000062","PROD_000064","3","846,27","2538,81"
"ORDITEM_ORD_000063_0","ORD_000063","PROD_000317","2","209,72","419,44"
"ORDITEM_ORD_000063_1","ORD_000063","PROD_000105","3","631,51","1894,53"
"ORDITEM_ORD_000064_0","ORD_000064","PROD_000455","1","122,32","122,32"
"ORDITEM_ORD_000064_1","ORD_000064","PROD_000069","2","119,72","239,44"
"ORDITEM_ORD_000064_2","ORD_000064","PROD_000427","2","238,20","476,40"
"ORDITEM_ORD_000064_3","ORD_000064","PROD_000445","1","994,46","994,46"
"ORDITEM_ORD_000065_0","ORD_000065","PROD_000047","3","672,83","2018,48"
"ORDITEM_ORD_000066_0","ORD_000066","PROD_000323","2","581,23","1162,47"
"ORDITEM_ORD_000067_0","ORD_000067","PROD_000302","2","771,86","1543,72"
"ORDITEM_ORD_000067_1","ORD_000067","PROD_000078","3","954,02","2862,07"
"ORDITEM_ORD_000067_2","ORD_000067","PROD_000206","1","25,03","25,03"
"ORDITEM_ORD_000068_0","ORD_000068","PROD_000269","1","18,26","18,26"
"ORDITEM_ORD_000068_1","ORD_000068","PROD_000190","2","596,14","1192,28"
"ORDITEM_ORD_000069_0","ORD_000069","PROD_000036","3","598,40","1795,20"
"ORDITEM_ORD_000069_1","ORD_000069","PROD_000097","2","662,85","1325,70"
"ORDITEM_ORD_000069_2","ORD_000069","PROD_000410","3","755,84","2267,52"
"ORDITEM_ORD_000070_0","ORD_000070","PROD_000198","2","949,91","1899,82"
"ORDITEM_ORD_000070_1","ORD_000070","PROD_000077","2","596,89","1193,78"
"ORDITEM_ORD_000071_0","ORD_000071","PROD_000086","1","15,91","15,91"
"ORDITEM_ORD_000071_1","ORD_000071","PROD_000037","3","650,86","1952,57"
"ORDITEM_ORD_000072_0","ORD_000072","PROD_000052","3","866,47","2599,41"
"ORDITEM_ORD_000072_1","ORD_000072","PROD_000198","2","884,45","1768,89"
"ORDITEM_ORD_000072_2","ORD_000072","PROD_000007","2","831,84","1663,67"
"ORDITEM_ORD_000072_3","ORD_000072","PROD_000218","2","958,39","1916,78"
"ORDITEM_ORD_000073_0","ORD_000073","PROD_000013","1","115,94","115,94"
"ORDITEM_ORD_000073_1","ORD_000073","PROD_000300","1","232,85","232,85"
"ORDITEM_ORD_000073_2","ORD_000073","PROD_000266","3","893,59","2680,78"
"ORDITEM_ORD_000073_3","ORD_000073","PROD_000231","1","33,35","33,35"
"ORDITEM_ORD_000074_0","ORD_000074","PROD_000353","2","173,72","347,45"
"ORDITEM_ORD_000075_0","ORD_000075","PROD_000353","1","512,54","512,54"
"ORDITEM_ORD_000075_1","ORD_000075","PROD_000346","2","551,95","1103,90"
"ORDITEM_ORD_000075_2","ORD_000075","PROD_000398","1","726,56","726,56"
"ORDITEM_ORD_000076_0","ORD_000076","PROD_000443","1","28,30","28,30"
"ORDITEM_ORD_000077_0","ORD_000077","PROD_000383","3","957,18","2871,54"
"ORDITEM_ORD_000077_1","ORD_000077","PROD_000106","3","299,33","897,99"
"ORDITEM_ORD_000077_2","ORD_000077","PROD_000441","3","488,80","1466,41"
"ORDITEM_ORD_000077_3","ORD_000077","PROD_000392","1","597,62","597,62"
"ORDITEM_ORD_000078_0","ORD_000078","PROD_000196","2","93,82","187,65"
"ORDITEM_ORD_000078_1","ORD_000078","PROD_000426","1","331,33","331,33"
"ORDITEM_ORD_000078_2","ORD_000078","PROD_000237","2","949,11","1898,22"
"ORDITEM_ORD_000079_0","ORD_000079","PROD_000261","2","564,17","1128,35"
"ORDITEM_ORD_000080_0","ORD_000080","PROD_000428","2","830,60","1661,20"
"ORDITEM_ORD_000080_1","ORD_000080","PROD_000140","3","467,92","1403,75"
"ORDITEM_ORD_000080_2","ORD_000080","PROD_000420","1","538,22","538,22"
"ORDITEM_ORD_000080_3","ORD_000080","PROD_000172","2","136,79","273,57"
"ORDITEM_ORD_000081_0","ORD_000081","PROD_000329","1","216,09","216,09"
"ORDITEM_ORD_000081_1","ORD_000081","PROD_000234","1","150,66","150,66"
"ORDITEM_ORD_000081_2","ORD_000081","PROD_000077","1","224,48","224,48"
"ORDITEM_ORD_000082_0","ORD_000082","PROD_000227","1","304,91","304,91"
"ORDITEM_ORD_000082_1","ORD_000082","PROD_000076","3","340,57","1021,72"
"ORDITEM_ORD_000082_2","ORD_000082","PROD_000237","3","376,16","1128,48"
"ORDITEM_ORD_000082_3","ORD_000082","PROD_000225","2","444,76","889,53"
"ORDITEM_ORD_000083_0","ORD_000083","PROD_000299","3","909,07","2727,20"
"ORDITEM_ORD_000083_1","ORD_000083","PROD_000461","1","979,02","979,02"
"ORDITEM_ORD_000083_2","ORD_000083","PROD_000169","2","564,89","1129,78"
"ORDITEM_ORD_000083_3","ORD_000083","PROD_000409","1","419,47","419,47"
"ORDITEM_ORD_000084_0","ORD_000084","PROD_000000","1","229,10","229,10"
"ORDITEM_ORD_000084_1","ORD_000084","PROD_000291","1","85,52","85,52"
"ORDITEM_ORD_000084_2","ORD_000084","PROD_000418","3","121,61","364,83"
"ORDITEM_ORD_000085_0","ORD_000085","PROD_000223","1","293,48","293,48"
"ORDITEM_ORD_000085_1","ORD_000085","PROD_000410","3","554,86","1664,58"
"ORDITEM_ORD_000086_0","ORD_000086","PROD_000145","1","255,87","255,87"
"ORDITEM_ORD_000087_0","ORD_000087","PROD_000429","2","174,50","348,99"
"ORDITEM_ORD_000088_0","ORD_000088","PROD_000147","3","374,30","1122,91"
"ORDITEM_ORD_000088_1","ORD_000088","PROD_000118","3","418,86","1256,58"
"ORDITEM_ORD_000088_2","ORD_000088","PROD_000124","2","617,65","1235,30"
"ORDITEM_ORD_000089_0","ORD_000089","PROD_000019","2","308,52","617,04"
"ORDITEM_ORD_000089_1","ORD_000089","PROD_000353","1","548,44","548,44"
"ORDITEM_ORD_000090_0","ORD_000090","PROD_000189","1","293,01","293,01"
"ORDITEM_ORD_000090_1","ORD_000090","PROD_000351","1","586,85","586,85"
"ORDITEM_ORD_000090_2","ORD_000090","PROD_000316","2","396,11","792,22"
"ORDITEM_ORD_000090_3","ORD_000090","PROD_000034","2","853,52","1707,04"
"ORDITEM_ORD_000091_0","ORD_000091","PROD_000054","2","853,72","1707,44"
"ORDITEM_ORD_000092_0","ORD_000092","PROD_000088","2","189,86","379,72"
"ORDITEM_ORD_000092_1","ORD_000092","PROD_000429","3","222,35","667,06"
"ORDITEM_ORD_000092_2","ORD_000092","PROD_000069","3","652,21","1956,63"
"ORDITEM_ORD_000092_3","ORD_000092","PROD_000087","2","957,78","1915,56"
"ORDITEM_ORD_000093_0","ORD_000093","PROD_000021","1","375,52","375,52"
"ORDITEM_ORD_000093_1","ORD_000093","PROD_000409","1","770,40","770,40"
"ORDITEM_ORD_000094_0","ORD_000094","PROD_000308","2","529,27","1058,53"
"ORDITEM_ORD_000095_0","ORD_000095","PROD_000251","1","626,72","626,72"
"ORDITEM_ORD_000095_1","ORD_000095","PROD_000086","2","232,30","464,60"
"ORDITEM_ORD_000096_0","ORD_000096","PROD_000400","3","849,21","2547,62"
"ORDITEM_ORD_000096_1","ORD_000096","PROD_000205","3","78,63","235,89"
"ORDITEM_ORD_000096_2","ORD_000096","PROD_000031","2","533,21","1066,42"
"ORDITEM_ORD_000096_3","ORD_000096","PROD_000231","1","258,92","258,92"
"ORDITEM_ORD_000097_0","ORD_000097","PROD_000096","2","484,09","968,18"
"ORDITEM_ORD_000097_1","ORD_000097","PROD_000492","2","832,31","1664,63"
"ORDITEM_ORD_000098_0","ORD_000098","PROD_000340","2","423,78","847,57"
"ORDITEM_ORD_000099_0","ORD_000099","PROD_000008","3","622,54","1867,62"
"ORDITEM_ORD_000099_1","ORD_000099","PROD_000045","3","326,58","979,73"
"ORDITEM_ORD_000099_2","ORD_000099","PROD_000363","3","961,14","2883,42"
"ORDITEM_ORD_000100_0","ORD_000100","PROD_000076","1","333,96","333,96"
"ORDITEM_ORD_000100_1","ORD_000100","PROD_000171","3","759,44","2278,33"
"ORDITEM_ORD_000100_2","ORD_000100","PROD_000272","2","684,42","1368,84"
"ORDITEM_ORD_000101_0","ORD_000101","PROD_000238","3","987,36","2962,09"
"ORDITEM_ORD_000101_1","ORD_000101","PROD_000464","3","393,22","1179,65"
"ORDITEM_ORD_000101_2","ORD_000101","PROD_000131","3","740,77","2222,32"
"ORDITEM_ORD_000102_0","ORD_000102","PROD_000422","2","776,81","1553,63"
"ORDITEM_ORD_000103_0","ORD_000103","PROD_000028","1","662,25","662,25"
"ORDITEM_ORD_000103_1","ORD_000103","PROD_000227","2","908,39","1816,77"
"ORDITEM_ORD_000104_0","ORD_000104","PROD_000054","2","698,61","1397,22"
"ORDITEM_ORD_000104_1","ORD_000104","PROD_000018","1","735,39","735,39"
"ORDITEM_ORD_000104_2","ORD_000104","PROD_000249","3","361,06","1083,18"
"ORDITEM_ORD_000105_0","ORD_000105","PROD_000093","3","901,79","2705,38"
"ORDITEM_ORD_000105_1","ORD_000105","PROD_000425","3","494,40","1483,20"
"ORDITEM_ORD_000105_2","ORD_000105","PROD_000157","2","295,14","590,27"
"ORDITEM_ORD_000105_3","ORD_000105","PROD_000044","1","492,39","492,39"
"ORDITEM_ORD_000106_0","ORD_000106","PROD_000380","3","851,07","2553,22"
"ORDITEM_ORD_000106_1","ORD_000106","PROD_000448","1","175,35","175,35"
"ORDITEM_ORD_000106_2","ORD_000106","PROD_000087","3","262,58","787,75"
"ORDITEM_ORD_000107_0","ORD_000107","PROD_000214","2","88,76","177,52"
"ORDITEM_ORD_000107_1","ORD_000107","PROD_000356","2","966,91","1933,82"
"ORDITEM_ORD_000108_0","ORD_000108","PROD_000107","2","394,05","788,11"
"ORDITEM_ORD_000108_1","ORD_000108","PROD_000294","3","236,22","708,65"
"ORDITEM_ORD_000109_0","ORD_000109","PROD_000199","3","742,49","2227,48"
"ORDITEM_ORD_000109_1","ORD_000109","PROD_000080","3","343,36","1030,07"
"ORDITEM_ORD_000109_2","ORD_000109","PROD_000181","2","896,75","1793,49"
"ORDITEM_ORD_000110_0","ORD_000110","PROD_000286","2","719,87","1439,74"
"ORDITEM_ORD_000110_1","ORD_000110","PROD_000409","1","445,76","445,76"
"ORDITEM_ORD_000110_2","ORD_000110","PROD_000388","2","160,63","321,27"
"ORDITEM_ORD_000111_0","ORD_000111","PROD_000211","2","328,13","656,26"
"ORDITEM_ORD_000111_1","ORD_000111","PROD_000180","2","764,18","1528,37"
"ORDITEM_ORD_000111_2","ORD_000111","PROD_000441","3","56,53","169,60"
"ORDITEM_ORD_000111_3","ORD_000111","PROD_000250","2","808,62","1617,24"
"ORDITEM_ORD_000112_0","ORD_000112","PROD_000423","3","765,03","2295,08"
"ORDITEM_ORD_000112_1","ORD_000112","PROD_000341","3","650,40","1951,21"
"ORDITEM_ORD_000112_2","ORD_000112","PROD_000458","2","19,32","38,65"
"ORDITEM_ORD_000112_3","ORD_000112","PROD_000466","3","764,66","2293,97"
"ORDITEM_ORD_000113_0","ORD_000113","PROD_000307","3","464,90","1394,69"
"ORDITEM_ORD_000113_1","ORD_000113","PROD_000431","3","588,06","1764,18"
"ORDITEM_ORD_000113_2","ORD_000113","PROD_000060","1","254,48","254,48"
"ORDITEM_ORD_000113_3","ORD_000113","PROD_000484","3","920,59","2761,77"
"ORDITEM_ORD_000114_0","ORD_000114","PROD_000024","1","26,37","26,37"
"ORDITEM_ORD_000114_1","ORD_000114","PROD_000129","1","531,77","531,77"
"ORDITEM_ORD_000114_2","ORD_000114","PROD_000034","2","987,86","1975,72"
"ORDITEM_ORD_000114_3","ORD_000114","PROD_000343","2","889,59","1779,17"
"ORDITEM_ORD_000115_0","ORD_000115","PROD_000314","2","635,12","1270,24"
"ORDITEM_ORD_000115_1","ORD_000115","PROD_000129","1","462,27","462,27"
"ORDITEM_ORD_000115_2","ORD_000115","PROD_000132","3","161,33","484,00"
"ORDITEM_ORD_000116_0","ORD_000116","PROD_000177","2","847,69","1695,38"
"ORDITEM_ORD_000117_0","ORD_000117","PROD_000074","1","102,29","102,29"
"ORDITEM_ORD_000117_1","ORD_000117","PROD_000221","3","310,50","931,51"
"ORDITEM_ORD_000118_0","ORD_000118","PROD_000291","2","389,93","779,85"
"ORDITEM_ORD_000118_1","ORD_000118","PROD_000339","1","365,65","365,65"
"ORDITEM_ORD_000118_2","ORD_000118","PROD_000252","2","142,35","284,71"
"ORDITEM_ORD_000119_0","ORD_000119","PROD_000098","3","675,93","2027,80"
"ORDITEM_ORD_000119_1","ORD_000119","PROD_000136","3","949,42","2848,25"
"ORDITEM_ORD_000119_2","ORD_000119","PROD_000092","1","909,45","909,45"
"ORDITEM_ORD_000119_3","ORD_000119","PROD_000301","1","479,70","479,70"
"ORDITEM_ORD_000120_0","ORD_000120","PROD_000487","3","177,45","532,34"
"ORDITEM_ORD_000120_1","ORD_000120","PROD_000176","1","756,66","756,66"
"ORDITEM_ORD_000121_0","ORD_000121","PROD_000467","1","859,87","859,87"
"ORDITEM_ORD_000121_1","ORD_000121","PROD_000313","2","78,52","157,03"
"ORDITEM_ORD_000122_0","ORD_000122","PROD_000254","3","726,67","2180,00"
"ORDITEM_ORD_000123_0","ORD_000123","PROD_000373","3","667,50","2002,51"
"ORDITEM_ORD_000123_1","ORD_000123","PROD_000151","2","874,20","1748,39"
"ORDITEM_ORD_000124_0","ORD_000124","PROD_000276","3","215,29","645,88"
"ORDITEM_ORD_000124_1","ORD_000124","PROD_000219","2","823,24","1646,49"
"ORDITEM_ORD_000124_2","ORD_000124","PROD_000424","1","466,03","466,03"
"ORDITEM_ORD_000124_3","ORD_000124","PROD_000123","1","739,03","739,03"
"ORDITEM_ORD_000125_0","ORD_000125","PROD_000003","3","950,15","2850,46"
"ORDITEM_ORD_000125_1","ORD_000125","PROD_000418","1","80,30","80,30"
"ORDITEM_ORD_000125_2","ORD_000125","PROD_000309","3","652,10","1956,31"
"ORDITEM_ORD_000126_0","ORD_000126","PROD_000297","1","277,62","277,62"
"ORDITEM_ORD_000126_1","ORD_000126","PROD_000448","1","945,93","945,93"
"ORDITEM_ORD_000126_2","ORD_000126","PROD_000138","2","183,10","366,21"
"ORDITEM_ORD_000127_0","ORD_000127","PROD_000250","3","33,50","100,51"
"ORDITEM_ORD_000128_0","ORD_000128","PROD_000155","2","483,89","967,78"
"ORDITEM_ORD_000129_0","ORD_000129","PROD_000206","2","879,20","1758,41"
"ORDITEM_ORD_000129_1","ORD_000129","PROD_000437","3","595,18","1785,55"
"ORDITEM_ORD_000130_0","ORD_000130","PROD_000037","3","708,11","2124,34"
"ORDITEM_ORD_000131_0","ORD_000131","PROD_000093","1","438,43","438,43"
"ORDITEM_ORD_000131_1","ORD_000131","PROD_000237","2","127,65","255,31"
"ORDITEM_ORD_000132_0","ORD_000132","PROD_000498","3","460,62","1381,87"
"ORDITEM_ORD_000133_0","ORD_000133","PROD_000433","1","427,16","427,16"
"ORDITEM_ORD_000134_0","ORD_000134","PROD_000465","2","73,71","147,43"
