"user_id","recommended_product_id","recommendation_score","recommendation_type","generated_date"
"USR_000423","PROD_000012","0,757","POPULARITY","2024-12-06T00:49:39.693266201"
"USR_000423","PROD_000310","0,968","POPULARITY","2024-12-06T04:49:39.693282095"
"USR_000423","PROD_000195","0,739","CONTENT_BASED","2024-12-06T15:49:39.693298135"
"USR_000278","PROD_000110","0,795","CONTENT_BASED","2024-12-06T12:49:39.693321659"
"USR_000278","PROD_000067","0,939","CONTENT_BASED","2024-12-06T03:49:39.693339136"
"USR_000278","PROD_000332","0,538","TRENDING","2024-12-06T19:49:39.693366184"
"USR_000278","PROD_000256","0,621","TRENDING","2024-12-06T14:49:39.693382614"
"USR_000278","PROD_000422","0,623","TRENDING","2024-12-06T19:49:39.693398151"
"USR_000030","PROD_000265","0,591","TRENDING","2024-12-06T01:49:39.693417472"
"USR_000030","PROD_000191","0,936","COLLABORATIVE","2024-12-06T15:49:39.693438271"
"USR_000030","PROD_000148","0,864","POPULARITY","2024-12-06T12:49:39.693454602"
"USR_000030","PROD_000284","0,864","COLLABORATIVE","2024-12-06T14:49:39.693470114"
"USR_000030","PROD_000083","0,886","POPULARITY","2024-12-06T17:49:39.693482340"
"USR_000796","PROD_000051","0,702","COLLABORATIVE","2024-12-06T21:49:39.693502958"
"USR_000796","PROD_000233","0,527","POPULARITY","2024-12-06T02:49:39.693515732"
"USR_000796","PROD_000445","0,764","CONTENT_BASED","2024-12-06T21:49:39.693535512"
"USR_000796","PROD_000223","0,517","CONTENT_BASED","2024-12-06T08:49:39.693551811"
"USR_000796","PROD_000124","0,991","COLLABORATIVE","2024-12-06T17:49:39.693566754"
"USR_000956","PROD_000171","0,590","TRENDING","2024-12-06T12:49:39.693583938"
"USR_000956","PROD_000084","0,759","COLLABORATIVE","2024-12-06T06:49:39.693598546"
"USR_000956","PROD_000013","0,934","COLLABORATIVE","2024-12-06T05:49:39.693614018"
"USR_000956","PROD_000017","0,965","COLLABORATIVE","2024-12-06T18:49:39.693634384"
"USR_000956","PROD_000391","0,835","COLLABORATIVE","2024-12-06T17:49:39.693650460"
"USR_000982","PROD_000241","0,997","POPULARITY","2024-12-06T07:49:39.693667888"
"USR_000982","PROD_000356","0,576","POPULARITY","2024-12-06T18:49:39.693685415"
"USR_000982","PROD_000384","0,894","POPULARITY","2024-12-06T06:49:39.693700901"
"USR_000982","PROD_000142","0,748","CONTENT_BASED","2024-12-06T22:49:39.693716260"
"USR_000982","PROD_000070","0,769","POPULARITY","2024-12-06T13:49:39.693727487"
"USR_000790","PROD_000094","0,947","CONTENT_BASED","2024-12-06T18:49:39.693752653"
"USR_000790","PROD_000055","0,627","TRENDING","2024-12-06T20:49:39.693765571"
"USR_000790","PROD_000243","0,996","TRENDING","2024-12-06T07:49:39.693781243"
"USR_000790","PROD_000333","0,992","TRENDING","2024-12-06T09:49:39.693797086"
"USR_000790","PROD_000451","0,547","POPULARITY","2024-12-06T00:49:39.693812143"
"USR_000890","PROD_000397","0,967","COLLABORATIVE","2024-12-06T03:49:39.693829855"
"USR_000890","PROD_000383","0,650","TRENDING","2024-12-06T06:49:39.693855773"
"USR_000890","PROD_000102","0,618","CONTENT_BASED","2024-12-06T01:49:39.693872309"
"USR_000890","PROD_000486","0,594","COLLABORATIVE","2024-12-06T07:49:39.693887919"
"USR_000890","PROD_000245","0,647","TRENDING","2024-12-06T08:49:39.693903454"
"USR_000002","PROD_000278","0,845","CONTENT_BASED","2024-12-06T06:49:39.693920961"
"USR_000002","PROD_000433","0,596","TRENDING","2024-12-06T07:49:39.693940246"
"USR_000002","PROD_000290","0,511","COLLABORATIVE","2024-12-06T22:49:39.693955644"
"USR_000002","PROD_000285","0,844","TRENDING","2024-12-06T13:49:39.693975232"
"USR_000002","PROD_000025","0,719","CONTENT_BASED","2024-12-06T10:49:39.693988229"
"USR_000722","PROD_000343","0,546","POPULARITY","2024-12-06T02:49:39.694008653"
"USR_000722","PROD_000118","0,810","TRENDING","2024-12-06T08:49:39.694021185"
"USR_000722","PROD_000220","0,523","COLLABORATIVE","2024-12-06T22:49:39.694036847"
"USR_000722","PROD_000147","0,986","CONTENT_BASED","2024-12-06T02:49:39.694051026"
"USR_000722","PROD_000056","0,820","COLLABORATIVE","2024-12-06T07:49:39.694070472"
"USR_000507","PROD_000499","0,556","POPULARITY","2024-12-06T16:49:39.694088300"
"USR_000507","PROD_000120","0,785","TRENDING","2024-12-06T15:49:39.694104549"
"USR_000507","PROD_000104","0,759","CONTENT_BASED","2024-12-06T19:49:39.694119820"
"USR_000507","PROD_000213","0,586","COLLABORATIVE","2024-12-06T05:49:39.694134969"
"USR_000507","PROD_000278","0,916","COLLABORATIVE","2024-12-05T23:49:39.694149975"
"USR_000305","PROD_000165","0,776","POPULARITY","2024-12-06T07:49:39.694182270"
"USR_000305","PROD_000066","0,618","POPULARITY","2024-12-06T04:49:39.694199275"
"USR_000305","PROD_000396","0,741","CONTENT_BASED","2024-12-06T18:49:39.694216533"
"USR_000305","PROD_000420","0,902","CONTENT_BASED","2024-12-06T09:49:39.694231196"
"USR_000305","PROD_000039","0,634","CONTENT_BASED","2024-12-06T16:49:39.694243064"
"USR_000135","PROD_000205","0,595","POPULARITY","2024-12-06T03:49:39.694262566"
"USR_000135","PROD_000472","0,770","CONTENT_BASED","2024-12-06T18:49:39.694284706"
"USR_000135","PROD_000198","0,707","TRENDING","2024-12-06T01:49:39.694303293"
"USR_000135","PROD_000463","0,893","POPULARITY","2024-12-06T16:49:39.694319165"
"USR_000135","PROD_000115","0,742","COLLABORATIVE","2024-12-06T09:49:39.694340003"
"USR_000196","PROD_000377","0,956","TRENDING","2024-12-06T08:49:39.694365683"
"USR_000196","PROD_000127","0,789","COLLABORATIVE","2024-12-06T22:49:39.694381676"
"USR_000196","PROD_000035","0,748","CONTENT_BASED","2024-12-06T17:49:39.694393654"
"USR_000196","PROD_000155","0,823","TRENDING","2024-12-06T07:49:39.694412598"
"USR_000196","PROD_000253","0,761","COLLABORATIVE","2024-12-06T05:49:39.694426499"
"USR_000170","PROD_000153","0,628","POPULARITY","2024-12-06T03:49:39.694442060"
"USR_000170","PROD_000190","0,863","TRENDING","2024-12-06T17:49:39.694455167"
"USR_000170","PROD_000218","0,846","POPULARITY","2024-12-06T19:49:39.694468221"
"USR_000170","PROD_000089","0,535","TRENDING","2024-12-06T20:49:39.694482933"
"USR_000170","PROD_000412","0,727","CONTENT_BASED","2024-12-06T01:49:39.694498094"
"USR_000836","PROD_000126","0,886","CONTENT_BASED","2024-12-06T11:49:39.694515301"
"USR_000836","PROD_000328","0,956","CONTENT_BASED","2024-12-06T09:49:39.694526457"
"USR_000836","PROD_000346","0,805","POPULARITY","2024-12-06T16:49:39.694539441"
"USR_000836","PROD_000460","0,968","CONTENT_BASED","2024-12-06T18:49:39.694552518"
"USR_000836","PROD_000398","0,528","TRENDING","2024-12-06T17:49:39.694565552"
"USR_000702","PROD_000076","0,910","COLLABORATIVE","2024-12-06T14:49:39.694584204"
"USR_000702","PROD_000059","0,973","POPULARITY","2024-12-05T23:49:39.694597874"
"USR_000702","PROD_000316","0,556","POPULARITY","2024-12-06T09:49:39.694611079"
"USR_000702","PROD_000190","0,650","TRENDING","2024-12-06T04:49:39.694624146"
"USR_000702","PROD_000233","0,875","TRENDING","2024-12-06T07:49:39.694636980"
"USR_000535","PROD_000199","0,894","TRENDING","2024-12-06T15:49:39.694651764"
"USR_000535","PROD_000433","0,573","COLLABORATIVE","2024-12-06T08:49:39.694664762"
"USR_000535","PROD_000276","0,775","COLLABORATIVE","2024-12-06T01:49:39.694684797"
"USR_000535","PROD_000000","0,601","POPULARITY","2024-12-06T08:49:39.694700094"
"USR_000535","PROD_000003","0,718","POPULARITY","2024-12-06T01:49:39.694711259"
"USR_000442","PROD_000360","0,941","CONTENT_BASED","2024-12-06T11:49:39.694727984"
"USR_000442","PROD_000059","0,922","COLLABORATIVE","2024-12-06T01:49:39.694739163"
"USR_000442","PROD_000327","0,594","CONTENT_BASED","2024-12-06T03:49:39.694752015"
"USR_000442","PROD_000350","0,617","CONTENT_BASED","2024-12-06T07:49:39.694768951"
"USR_000442","PROD_000177","0,860","CONTENT_BASED","2024-12-06T10:49:39.694782427"
"USR_000294","PROD_000228","0,605","CONTENT_BASED","2024-12-06T19:49:39.694797642"
"USR_000294","PROD_000453","0,619","CONTENT_BASED","2024-12-06T12:49:39.694810500"
"USR_000294","PROD_000252","0,955","TRENDING","2024-12-06T18:49:39.694823457"
"USR_000294","PROD_000086","0,974","COLLABORATIVE","2024-12-06T12:49:39.694836439"
"USR_000294","PROD_000023","0,798","TRENDING","2024-12-06T01:49:39.694853131"
"USR_000751","PROD_000265","0,776","POPULARITY","2024-12-06T02:49:39.694868499"
"USR_000751","PROD_000425","0,810","COLLABORATIVE","2024-12-06T13:49:39.694881663"
"USR_000751","PROD_000302","0,957","POPULARITY","2024-12-06T00:49:39.694894662"
"USR_000751","PROD_000402","0,827","CONTENT_BASED","2024-12-06T03:49:39.694907780"
"USR_000751","PROD_000485","0,503","CONTENT_BASED","2024-12-06T00:49:39.694918716"
"USR_000898","PROD_000478","0,529","POPULARITY","2024-12-06T20:49:39.694938709"
"USR_000898","PROD_000248","0,803","TRENDING","2024-12-06T10:49:39.694953622"
"USR_000898","PROD_000046","0,576","COLLABORATIVE","2024-12-06T15:49:39.694967891"
"USR_000898","PROD_000433","0,756","POPULARITY","2024-12-06T21:49:39.694982790"
"USR_000898","PROD_000386","0,513","POPULARITY","2024-12-06T21:49:39.694996319"
"USR_000410","PROD_000290","0,691","POPULARITY","2024-12-06T06:49:39.695011170"
"USR_000410","PROD_000095","0,741","TRENDING","2024-12-06T03:49:39.695024062"
"USR_000410","PROD_000319","0,803","CONTENT_BASED","2024-12-06T17:49:39.695040918"
"USR_000410","PROD_000060","0,542","COLLABORATIVE","2024-12-06T21:49:39.695054505"
"USR_000410","PROD_000262","0,838","COLLABORATIVE","2024-12-06T00:49:39.695067539"
"USR_000080","PROD_000294","0,949","TRENDING","2024-12-06T07:49:39.695082402"
"USR_000080","PROD_000045","0,874","CONTENT_BASED","2024-12-06T22:49:39.695095301"
"USR_000080","PROD_000405","0,584","TRENDING","2024-12-06T10:49:39.695106642"
"USR_000080","PROD_000377","0,874","TRENDING","2024-12-05T23:49:39.695123310"
"USR_000080","PROD_000406","0,749","COLLABORATIVE","2024-12-06T18:49:39.695134813"
"USR_000044","PROD_000377","0,924","TRENDING","2024-12-06T06:49:39.695152885"
"USR_000044","PROD_000123","0,544","TRENDING","2024-12-06T08:49:39.695163967"
"USR_000044","PROD_000291","0,615","CONTENT_BASED","2024-12-06T21:49:39.695186029"
"USR_000044","PROD_000445","0,886","CONTENT_BASED","2024-12-06T08:49:39.695201187"
"USR_000044","PROD_000191","0,594","TRENDING","2024-12-06T06:49:39.695214591"
"USR_000995","PROD_000290","0,890","COLLABORATIVE","2024-12-06T05:49:39.695236240"
"USR_000995","PROD_000205","0,786","TRENDING","2024-12-06T07:49:39.695250083"
"USR_000995","PROD_000449","0,674","TRENDING","2024-12-06T11:49:39.695263243"
"USR_000995","PROD_000129","0,531","POPULARITY","2024-12-06T08:49:39.695276238"
"USR_000995","PROD_000303","0,777","CONTENT_BASED","2024-12-05T23:49:39.695289305"
"USR_000398","PROD_000096","0,534","CONTENT_BASED","2024-12-06T04:49:39.695304195"
"USR_000398","PROD_000002","0,891","CONTENT_BASED","2024-12-06T13:49:39.695321058"
"USR_000398","PROD_000269","0,632","COLLABORATIVE","2024-12-05T23:49:39.695334578"
"USR_000398","PROD_000459","0,592","TRENDING","2024-12-06T02:49:39.695347710"
"USR_000398","PROD_000138","0,841","POPULARITY","2024-12-06T19:49:39.695358647"
"USR_000161","PROD_000069","0,674","COLLABORATIVE","2024-12-06T05:49:39.695375402"
"USR_000161","PROD_000346","0,646","TRENDING","2024-12-06T09:49:39.695386454"
"USR_000161","PROD_000423","0,837","POPULARITY","2024-12-06T19:49:39.695407273"
"USR_000161","PROD_000175","0,980","CONTENT_BASED","2024-12-06T17:49:39.695421666"
"USR_000161","PROD_000484","0,649","CONTENT_BASED","2024-12-06T14:49:39.695435061"
"USR_000808","PROD_000355","0,549","TRENDING","2024-12-06T01:49:39.695450144"
"USR_000808","PROD_000166","0,623","TRENDING","2024-12-06T03:49:39.695463529"
"USR_000808","PROD_000445","0,957","POPULARITY","2024-12-06T21:49:39.695476706"
"USR_000808","PROD_000054","0,974","POPULARITY","2024-12-06T09:49:39.695489972"
"USR_000808","PROD_000210","0,669","POPULARITY","2024-12-06T12:49:39.695509471"
"USR_000206","PROD_000353","0,687","POPULARITY","2024-12-06T17:49:39.695525234"
"USR_000206","PROD_000115","0,880","CONTENT_BASED","2024-12-06T06:49:39.695539690"
"USR_000206","PROD_000147","0,718","CONTENT_BASED","2024-12-06T09:49:39.695552988"
"USR_000206","PROD_000042","0,998","POPULARITY","2024-12-06T12:49:39.695566117"
"USR_000206","PROD_000139","0,787","POPULARITY","2024-12-06T10:49:39.695579459"
"USR_000664","PROD_000455","0,510","POPULARITY","2024-12-06T01:49:39.695598419"
"USR_000664","PROD_000135","0,564","COLLABORATIVE","2024-12-06T05:49:39.695613663"
"USR_000664","PROD_000477","0,927","TRENDING","2024-12-06T05:49:39.695626940"
"USR_000664","PROD_000038","0,753","CONTENT_BASED","2024-12-06T10:49:39.695637927"
"USR_000664","PROD_000390","0,899","COLLABORATIVE","2024-12-06T04:49:39.695651256"
"USR_000053","PROD_000143","0,560","COLLABORATIVE","2024-12-06T18:49:39.695666545"
"USR_000053","PROD_000417","0,988","CONTENT_BASED","2024-12-06T02:49:39.695683555"
"USR_000053","PROD_000181","0,775","CONTENT_BASED","2024-12-06T14:49:39.695697643"
"USR_000053","PROD_000433","0,993","CONTENT_BASED","2024-12-06T22:49:39.695711074"
"USR_000053","PROD_000020","0,786","CONTENT_BASED","2024-12-06T05:49:39.695722889"
"USR_000119","PROD_000353","0,882","TRENDING","2024-12-06T06:49:39.695738071"
"USR_000119","PROD_000271","0,645","POPULARITY","2024-12-06T20:49:39.695751399"
"USR_000119","PROD_000180","0,871","COLLABORATIVE","2024-12-06T20:49:39.695764646"
"USR_000119","PROD_000267","0,875","POPULARITY","2024-12-06T14:49:39.695781405"
"USR_000119","PROD_000473","0,615","POPULARITY","2024-12-06T15:49:39.695795057"
"USR_000006","PROD_000270","0,858","COLLABORATIVE","2024-12-06T00:49:39.695810231"
"USR_000006","PROD_000195","0,957","POPULARITY","2024-12-06T04:49:39.695823420"
"USR_000006","PROD_000396","0,679","CONTENT_BASED","2024-12-06T20:49:39.695838070"
"USR_000006","PROD_000432","0,592","COLLABORATIVE","2024-12-06T12:49:39.695849034"
"USR_000006","PROD_000336","0,924","COLLABORATIVE","2024-12-06T02:49:39.695865862"
"USR_000360","PROD_000292","0,723","POPULARITY","2024-12-06T18:49:39.695881766"
"USR_000360","PROD_000028","0,975","COLLABORATIVE","2024-12-06T04:49:39.695895372"
"USR_000360","PROD_000158","0,637","CONTENT_BASED","2024-12-06T19:49:39.695908900"
"USR_000360","PROD_000255","0,660","POPULARITY","2024-12-06T20:49:39.695922037"
"USR_000360","PROD_000217","0,876","TRENDING","2024-12-05T23:49:39.695935177"
"USR_000985","PROD_000208","0,631","CONTENT_BASED","2024-12-06T00:49:39.695954073"
"USR_000985","PROD_000460","0,690","TRENDING","2024-12-06T15:49:39.695967933"
"USR_000985","PROD_000327","0,815","CONTENT_BASED","2024-12-05T23:49:39.695981309"
"USR_000985","PROD_000352","0,795","COLLABORATIVE","2024-12-06T02:49:39.695994607"
"USR_000985","PROD_000137","0,652","POPULARITY","2024-12-06T03:49:39.696007992"
"USR_000035","PROD_000172","0,584","CONTENT_BASED","2024-12-06T15:49:39.696022959"
"USR_000035","PROD_000131","0,874","TRENDING","2024-12-06T19:49:39.696053504"
"USR_000035","PROD_000345","0,598","CONTENT_BASED","2024-12-06T20:49:39.696068269"
"USR_000035","PROD_000498","0,583","CONTENT_BASED","2024-12-06T00:49:39.696079367"
"USR_000035","PROD_000306","0,818","POPULARITY","2024-12-06T21:49:39.696094096"
"USR_000848","PROD_000430","0,588","CONTENT_BASED","2024-12-06T01:49:39.696108859"
"USR_000848","PROD_000037","0,551","POPULARITY","2024-12-06T06:49:39.696122"
"USR_000848","PROD_000453","0,633","CONTENT_BASED","2024-12-06T06:49:39.696142058"
"USR_000848","PROD_000384","0,760","COLLABORATIVE","2024-12-06T19:49:39.696162601"
"USR_000848","PROD_000407","0,911","CONTENT_BASED","2024-12-06T15:49:39.696184080"
"USR_000934","PROD_000153","0,620","COLLABORATIVE","2024-12-06T12:49:39.696200067"
"USR_000934","PROD_000121","0,691","CONTENT_BASED","2024-12-06T15:49:39.696213124"
"USR_000934","PROD_000393","0,704","POPULARITY","2024-12-06T19:49:39.696226479"
"USR_000934","PROD_000288","0,691","POPULARITY","2024-12-06T00:49:39.696239528"
"USR_000934","PROD_000148","0,918","CONTENT_BASED","2024-12-06T04:49:39.696259544"
"USR_000027","PROD_000123","0,791","COLLABORATIVE","2024-12-06T00:49:39.696275349"
"USR_000027","PROD_000442","0,939","COLLABORATIVE","2024-12-06T02:49:39.696288968"
"USR_000027","PROD_000117","0,918","TRENDING","2024-12-06T11:49:39.696302109"
"USR_000027","PROD_000092","0,909","CONTENT_BASED","2024-12-06T11:49:39.696313158"
"USR_000027","PROD_000054","0,568","TRENDING","2024-12-06T21:49:39.696327910"
"USR_000291","PROD_000488","0,540","POPULARITY","2024-12-06T13:49:39.696347021"
"USR_000291","PROD_000307","0,688","POPULARITY","2024-12-06T12:49:39.696360826"
"USR_000291","PROD_000347","0,714","CONTENT_BASED","2024-12-06T11:49:39.696374520"
"USR_000291","PROD_000093","0,899","COLLABORATIVE","2024-12-06T04:49:39.696388135"
"USR_000291","PROD_000045","0,833","CONTENT_BASED","2024-12-06T01:49:39.696401364"
"USR_000940","PROD_000386","0,721","POPULARITY","2024-12-06T05:49:39.696416300"
"USR_000940","PROD_000418","0,991","CONTENT_BASED","2024-12-06T12:49:39.696429484"
"USR_000940","PROD_000356","0,715","CONTENT_BASED","2024-12-06T12:49:39.696446734"
"USR_000940","PROD_000012","0,742","TRENDING","2024-12-06T15:49:39.696460744"
"USR_000940","PROD_000230","0,599","TRENDING","2024-12-06T08:49:39.696473966"
"USR_000716","PROD_000305","0,550","CONTENT_BASED","2024-12-06T11:49:39.696489030"
"USR_000716","PROD_000312","0,855","TRENDING","2024-12-06T09:49:39.696503720"
"USR_000716","PROD_000240","0,521","CONTENT_BASED","2024-12-06T02:49:39.696516833"
"USR_000716","PROD_000234","0,760","POPULARITY","2024-12-06T17:49:39.696533547"
"USR_000716","PROD_000374","0,595","COLLABORATIVE","2024-12-06T16:49:39.696545372"
"USR_000732","PROD_000085","0,559","POPULARITY","2024-12-06T08:49:39.696562049"
"USR_000732","PROD_000199","0,582","CONTENT_BASED","2024-12-06T05:49:39.696575796"
"USR_000732","PROD_000384","0,858","COLLABORATIVE","2024-12-06T04:49:39.696589273"
"USR_000732","PROD_000181","0,873","POPULARITY","2024-12-06T00:49:39.696602267"
"USR_000732","PROD_000425","0,897","TRENDING","2024-12-06T20:49:39.696619384"
"USR_000899","PROD_000117","0,774","TRENDING","2024-12-06T04:49:39.696641561"
"USR_000899","PROD_000405","0,836","TRENDING","2024-12-06T01:49:39.696654848"
"USR_000899","PROD_000024","0,567","CONTENT_BASED","2024-12-06T15:49:39.696668201"
"USR_000899","PROD_000039","0,606","TRENDING","2024-12-06T21:49:39.696681243"
"USR_000899","PROD_000277","0,915","CONTENT_BASED","2024-12-06T03:49:39.696694327"
"USR_000469","PROD_000426","0,911","TRENDING","2024-12-06T07:49:39.696709392"
"USR_000469","PROD_000297","0,936","CONTENT_BASED","2024-12-05T23:49:39.696726687"
"USR_000469","PROD_000486","0,619","CONTENT_BASED","2024-12-06T05:49:39.696740623"
"USR_000469","PROD_000047","0,940","CONTENT_BASED","2024-12-06T13:49:39.696753706"
"USR_000469","PROD_000363","0,757","CONTENT_BASED","2024-12-06T16:49:39.696765182"
"USR_000999","PROD_000318","0,927","CONTENT_BASED","2024-12-06T00:49:39.696780872"
"USR_000999","PROD_000376","0,803","POPULARITY","2024-12-06T12:49:39.696795775"
"USR_000999","PROD_000380","0,714","POPULARITY","2024-12-06T22:49:39.696812961"
"USR_000999","PROD_000097","0,649","COLLABORATIVE","2024-12-06T20:49:39.696831498"
"USR_000999","PROD_000332","0,718","TRENDING","2024-12-06T07:49:39.696845070"
"USR_000174","PROD_000441","0,818","COLLABORATIVE","2024-12-06T05:49:39.696873099"
"USR_000174","PROD_000291","0,722","CONTENT_BASED","2024-12-06T05:49:39.696891298"
"USR_000174","PROD_000422","0,892","CONTENT_BASED","2024-12-06T18:49:39.696905140"
"USR_000174","PROD_000138","0,927","TRENDING","2024-12-06T13:49:39.696926015"
"USR_000174","PROD_000216","0,531","COLLABORATIVE","2024-12-06T07:49:39.696941224"
"USR_000305","PROD_000422","0,997","POPULARITY","2024-12-06T10:49:39.696956980"
"USR_000305","PROD_000230","0,680","TRENDING","2024-12-06T10:49:39.696970118"
"USR_000305","PROD_000040","0,551","POPULARITY","2024-12-06T21:49:39.696983370"
"USR_000305","PROD_000081","0,925","TRENDING","2024-12-06T14:49:39.696996256"
"USR_000305","PROD_000033","0,633","POPULARITY","2024-12-06T19:49:39.697007440"
"USR_000454","PROD_000387","0,937","POPULARITY","2024-12-06T06:49:39.697026029"
"USR_000454","PROD_000452","0,691","POPULARITY","2024-12-06T21:49:39.697041403"
"USR_000454","PROD_000199","0,789","TRENDING","2024-12-06T02:49:39.697055057"
"USR_000454","PROD_000311","0,740","POPULARITY","2024-12-06T17:49:39.697068324"
"USR_000454","PROD_000107","0,835","CONTENT_BASED","2024-12-06T10:49:39.697081553"
"USR_000924","PROD_000318","0,797","CONTENT_BASED","2024-12-06T00:49:39.697096525"
"USR_000924","PROD_000116","0,716","TRENDING","2024-12-06T22:49:39.697113693"
"USR_000924","PROD_000358","0,599","POPULARITY","2024-12-05T23:49:39.697126183"
"USR_000924","PROD_000309","0,713","CONTENT_BASED","2024-12-06T00:49:39.697139769"
"USR_000924","PROD_000403","0,525","POPULARITY","2024-12-06T04:49:39.697153138"
"USR_000744","PROD_000314","0,567","POPULARITY","2024-12-06T00:49:39.697168384"
"USR_000744","PROD_000180","0,795","CONTENT_BASED","2024-12-05T23:49:39.697190910"
"USR_000744","PROD_000474","0,687","COLLABORATIVE","2024-12-06T18:49:39.697210711"
"USR_000744","PROD_000064","0,784","TRENDING","2024-12-06T04:49:39.697229416"
"USR_000744","PROD_000363","0,570","POPULARITY","2024-12-06T12:49:39.697240900"
"USR_000123","PROD_000133","0,594","CONTENT_BASED","2024-12-06T08:49:39.697255717"
"USR_000123","PROD_000338","0,626","POPULARITY","2024-12-06T13:49:39.697268834"
"USR_000123","PROD_000100","0,888","POPULARITY","2024-12-06T12:49:39.697283326"
"USR_000123","PROD_000436","0,847","COLLABORATIVE","2024-12-06T06:49:39.697296214"
"USR_000123","PROD_000152","0,545","TRENDING","2024-12-06T06:49:39.697313037"
"USR_000197","PROD_000425","0,903","COLLABORATIVE","2024-12-06T07:49:39.697328764"
"USR_000197","PROD_000114","0,582","CONTENT_BASED","2024-12-06T16:49:39.697342316"
"USR_000197","PROD_000429","0,901","CONTENT_BASED","2024-12-06T06:49:39.697355967"
"USR_000197","PROD_000473","0,670","TRENDING","2024-12-06T11:49:39.697369428"
"USR_000197","PROD_000275","0,750","TRENDING","2024-12-06T07:49:39.697382599"
"USR_000149","PROD_000413","0,912","CONTENT_BASED","2024-12-06T10:49:39.697424571"
"USR_000149","PROD_000134","0,537","POPULARITY","2024-12-06T12:49:39.697437535"
"USR_000149","PROD_000293","0,719","POPULARITY","2024-12-06T01:49:39.697449652"
"USR_000149","PROD_000309","0,868","POPULARITY","2024-12-06T05:49:39.697461440"
"USR_000149","PROD_000188","0,807","COLLABORATIVE","2024-12-06T14:49:39.697471474"
"USR_000919","PROD_000168","0,813","COLLABORATIVE","2024-12-06T03:49:39.697485041"
"USR_000919","PROD_000010","0,745","COLLABORATIVE","2024-12-05T23:49:39.697500719"
"USR_000919","PROD_000241","0,996","COLLABORATIVE","2024-12-06T01:49:39.697513766"
"USR_000919","PROD_000366","0,900","CONTENT_BASED","2024-12-06T15:49:39.697528514"
"USR_000919","PROD_000335","0,572","TRENDING","2024-12-06T06:49:39.697540838"
"USR_000003","PROD_000357","0,773","CONTENT_BASED","2024-12-06T06:49:39.697561352"
"USR_000003","PROD_000291","0,776","COLLABORATIVE","2024-12-06T14:49:39.697579482"
"USR_000003","PROD_000484","0,573","CONTENT_BASED","2024-12-06T05:49:39.697596317"
"USR_000003","PROD_000052","0,873","POPULARITY","2024-12-06T19:49:39.697609076"
"USR_000003","PROD_000098","0,966","POPULARITY","2024-12-06T13:49:39.697620895"
"USR_000129","PROD_000017","0,569","COLLABORATIVE","2024-12-06T06:49:39.697634376"
"USR_000129","PROD_000136","0,919","CONTENT_BASED","2024-12-06T03:49:39.697646138"
"USR_000129","PROD_000148","0,652","CONTENT_BASED","2024-12-06T14:49:39.697664889"
"USR_000129","PROD_000465","0,686","POPULARITY","2024-12-06T20:49:39.697676820"
"USR_000129","PROD_000014","0,672","POPULARITY","2024-12-06T05:49:39.697696027"
"USR_000083","PROD_000069","0,563","CONTENT_BASED","2024-12-06T16:49:39.697710734"
"USR_000083","PROD_000066","0,537","POPULARITY","2024-12-06T18:49:39.697722459"
"USR_000083","PROD_000210","0,896","TRENDING","2024-12-05T23:49:39.697731919"
"USR_000083","PROD_000167","0,535","TRENDING","2024-12-06T06:49:39.697745327"
