"user_id","product_id","timestamp","action","session_id","time_spent","add_to_cart","purchase","page_views"
"USR_000155","PROD_000354","2024-11-27T22:49:39.255102361","VIEW","34373960-210d-4fdf-b8fc-f6a396aa14b7","39","false","false","1"
"USR_000806","PROD_000070","2024-11-13T22:49:39.255224984","REVIEW","adf548a4-7ae0-42e7-90e5-2815cf6e4d05","191","true","false","1"
"USR_000473","PROD_000260","2024-11-19T22:49:39.255348870","WISHLIST","9569b1f2-aaf1-4e80-81bd-a19bcb3570f6","211","false","false","8"
"USR_000638","PROD_000042","2024-11-06T22:49:39.255469463","WISHLIST","c36cc248-0339-4668-961b-e175b105b9d3","13","false","false","8"
"USR_000862","PROD_000317","2024-09-20T22:49:39.255597192","ADD_TO_CART","4c067125-4627-4c00-92af-be9d22d97359","255","true","false","3"
"USR_000514","PROD_000012","2024-11-05T22:49:39.255642644","PURCHASE","c5cc4dc0-b869-4b71-976a-76d159621a98","54","false","false","0"
"USR_000757","PROD_000028","2024-11-30T22:49:39.255767544","REVIEW","15968e8a-3297-4ed3-bf81-620aea8c26e6","194","false","false","7"
"USR_000894","PROD_000431","2024-09-28T22:49:39.255920718","WISHLIST","ff2444d3-2a75-4db5-bc6f-bcb2b86e917f","16","false","false","6"
"USR_000673","PROD_000254","2024-09-24T22:49:39.256035982","REVIEW","8a60f74d-07b7-4076-b87f-c32b172d71b7","156","false","false","3"
"USR_000340","PROD_000240","2024-11-12T22:49:39.256143498","REVIEW","0829900e-7de0-4625-92db-24f5c66312ed","269","false","false","5"
"USR_000434","PROD_000193","2024-11-24T22:49:39.256193485","ADD_TO_CART","fb0ea4ab-9aaf-41fb-9daf-0833bc8f4681","298","false","false","5"
"USR_000526","PROD_000083","2024-10-20T22:49:39.256311664","REVIEW","6156fbd9-7d4b-4bab-aa62-bd188892668f","30","true","false","1"
"USR_000114","PROD_000369","2024-12-05T22:49:39.256420510","VIEW","1c976dfd-6bcb-4d40-86f0-1abfd809f846","121","false","false","3"
"USR_000023","PROD_000210","2024-09-08T22:49:39.256527919","REVIEW","8c724124-f6ca-4541-856d-49206e78ed54","186","false","false","2"
"USR_000765","PROD_000151","2024-09-08T22:49:39.256636825","REVIEW","7b38073c-74f0-41df-908a-180563b1b637","233","false","false","4"
"USR_000103","PROD_000166","2024-09-11T22:49:39.256685509","ADD_TO_CART","96c7149c-f66b-4343-b46c-500c1d35ea12","105","false","false","3"
"USR_000448","PROD_000427","2024-11-28T22:49:39.256806526","REVIEW","d606e5f3-d3fc-4230-8d8e-27e761e6875e","284","true","false","2"
"USR_000162","PROD_000436","2024-11-06T22:49:39.256913975","REVIEW","23bd020a-f093-4c00-b47c-80859e145316","139","false","false","6"
"USR_000702","PROD_000064","2024-11-03T22:49:39.257029139","ADD_TO_CART","f3b81bfe-e6f0-4cc9-8a88-5ffe6ff8fe10","299","true","false","6"
"USR_000164","PROD_000166","2024-10-27T22:49:39.257148969","REVIEW","4123a79f-a127-4c1c-b6ca-5f6d3cd1b0fc","218","true","false","4"
"USR_000762","PROD_000228","2024-11-05T22:49:39.257198445","PURCHASE","15fbccd5-711d-4245-a861-88cba998fb26","105","false","false","4"
"USR_000462","PROD_000011","2024-12-04T22:49:39.257311581","WISHLIST","5e10e374-88b9-41fa-9b77-7cb47de9410f","298","false","false","0"
"USR_000328","PROD_000477","2024-09-28T22:49:39.257417126","PURCHASE","93c2d411-1118-4fec-840c-b716e640103f","129","true","true","9"
"USR_000820","PROD_000394","2024-10-11T22:49:39.257531855","VIEW","9aa775ad-b2bb-4809-93aa-cd32d196d92f","291","false","false","1"
"USR_000840","PROD_000100","2024-11-16T22:49:39.257639379","VIEW","979619ee-d299-4dc5-9a43-1a151b5407d8","16","false","false","5"
"USR_000413","PROD_000429","2024-10-20T22:49:39.257675822","ADD_TO_CART","98edb140-453d-49a8-b3bd-8cb9d8e566fb","126","true","false","9"
"USR_000896","PROD_000085","2024-09-25T22:49:39.257779832","VIEW","e70ff25a-f255-41cb-ac54-eced4c74abf2","75","false","false","2"
"USR_000113","PROD_000166","2024-11-01T22:49:39.257902729","PURCHASE","7a0583cf-3abf-4784-b855-9eff1225c64d","57","false","false","5"
"USR_000320","PROD_000208","2024-11-25T22:49:39.258010017","WISHLIST","65a51beb-82ee-4135-8c12-8bdde12c3cd2","239","false","false","3"
"USR_000077","PROD_000191","2024-10-09T22:49:39.258123617","ADD_TO_CART","146abdec-b6e0-4fb9-b83e-67573ed30432","248","true","true","5"
"USR_000646","PROD_000182","2024-11-10T22:49:39.258160766","ADD_TO_CART","fb8780c4-83a4-417b-a799-68ae443b5119","212","false","false","3"
"USR_000620","PROD_000188","2024-11-20T22:49:39.258287648","REVIEW","e3c1f517-176a-441f-b82f-da3696d73b54","238","false","false","6"
"USR_000692","PROD_000472","2024-10-18T22:49:39.258398160","ADD_TO_CART","efde8803-060c-4a99-ab62-18ba98b04528","298","false","false","9"
"USR_000885","PROD_000333","2024-10-21T22:49:39.258510040","REVIEW","5262e7f5-e55a-422c-9245-7d9752663141","56","false","false","1"
"USR_000795","PROD_000105","2024-09-14T22:49:39.258620093","VIEW","f5feab3e-a6d3-4ac8-9fdc-bb451d8978ee","30","false","false","7"
"USR_000602","PROD_000262","2024-10-24T22:49:39.258657649","REVIEW","782da5fe-545f-4021-8aa8-94a2b35dbdee","27","true","false","2"
"USR_000779","PROD_000021","2024-09-14T22:49:39.258765124","WISHLIST","f6737ab2-c151-4e09-9396-a2a8617f65a7","169","false","false","0"
"USR_000758","PROD_000274","2024-10-22T22:49:39.258873886","PURCHASE","4a5db384-e4ce-4469-8e12-01361d431fb9","2","false","false","2"
"USR_000886","PROD_000163","2024-10-25T22:49:39.258987690","WISHLIST","ba6c2928-e816-4a38-ad67-e02358c66df2","8","true","true","5"
"USR_000480","PROD_000216","2024-11-28T22:49:39.259094473","REVIEW","cbfa9152-80f3-44b9-818a-36bdc078db80","194","false","false","5"
"USR_000807","PROD_000324","2024-11-27T22:49:39.259131444","PURCHASE","30796488-5601-4f83-bf97-1ab69711689c","126","false","false","2"
"USR_000521","PROD_000435","2024-11-10T22:49:39.259251621","VIEW","96a35a6a-2c0f-4c20-9cec-92aebf28bbc2","223","true","true","4"
"USR_000519","PROD_000454","2024-11-12T22:49:39.259367443","REVIEW","623de5d0-1d35-408a-9592-3dbdeeda3623","188","false","false","1"
"USR_000617","PROD_000456","2024-11-21T22:49:39.259473818","ADD_TO_CART","4c6ca831-aa2f-47da-8222-e32cf2f1f913","159","false","false","9"
"USR_000691","PROD_000399","2024-10-05T22:49:39.259579241","ADD_TO_CART","a18b42c6-bc8f-4a21-9d1b-022f1e02aaea","64","false","false","4"
"USR_000049","PROD_000004","2024-09-22T22:49:39.259618300","ADD_TO_CART","d0259d69-7d08-4958-a765-811c67f2d969","95","false","false","0"
"USR_000168","PROD_000065","2024-11-01T22:49:39.259732268","PURCHASE","dad6d99d-dbb7-4176-82a4-36a0a9c738fc","237","true","true","4"
"USR_000558","PROD_000031","2024-11-07T22:49:39.259914975","ADD_TO_CART","bddd4d0b-d354-4258-a3de-dfa154d762ea","152","true","true","9"
"USR_000998","PROD_000014","2024-11-17T22:49:39.259996040","WISHLIST","a5221a20-01bf-4b13-8e60-b91cd321135b","85","false","false","9"
"USR_000017","PROD_000473","2024-10-23T22:49:39.260082308","REVIEW","8503f774-5d7a-46e3-bca7-f772f279bdc1","41","false","false","0"
"USR_000905","PROD_000108","2024-09-20T22:49:39.260140395","ADD_TO_CART","1ff275ab-7040-4bb8-b2ef-19b701066696","235","true","false","7"
"USR_000397","PROD_000120","2024-11-16T22:49:39.260249226","WISHLIST","49d73154-dc7e-43d3-897a-6d75d7402271","149","true","true","9"
"USR_000932","PROD_000415","2024-10-14T22:49:39.260332745","ADD_TO_CART","2b21b008-424c-4b4e-909d-fcc61001fcea","175","false","false","3"
"USR_000501","PROD_000032","2024-10-08T22:49:39.260410316","ADD_TO_CART","438dc2ec-bad2-4af4-b509-5ba7a7ca2e77","4","false","false","4"
"USR_000321","PROD_000003","2024-10-03T22:49:39.260506584","ADD_TO_CART","76d28652-f683-4c76-af68-8a33d475399c","163","true","false","2"
"USR_000019","PROD_000106","2024-09-10T22:49:39.260540468","PURCHASE","411d2742-eb0f-4da3-9646-2d210be1b8e0","121","false","false","4"
"USR_000467","PROD_000296","2024-09-20T22:49:39.260618846","WISHLIST","81ba67a6-939b-473c-a73e-bce8910e3425","226","false","false","6"
"USR_000290","PROD_000466","2024-09-27T22:49:39.260702391","ADD_TO_CART","58c77bde-d4fc-4dd0-978d-24a0a5d800a3","180","false","false","6"
"USR_000166","PROD_000312","2024-10-04T22:49:39.260780380","PURCHASE","fdfde087-2764-4480-a1fc-41bbaccf4e53","203","false","false","3"
"USR_000935","PROD_000318","2024-10-29T22:49:39.260856939","WISHLIST","bd95938b-10a8-4656-b737-f5615e24a415","252","false","false","7"
"USR_000489","PROD_000197","2024-09-29T22:49:39.260890212","PURCHASE","7a1b0632-4cbd-46d6-b837-0f5e086f5be3","64","false","false","8"
"USR_000095","PROD_000302","2024-10-20T22:49:39.260973055","REVIEW","ba93f5ed-899b-45d0-b9cd-3356357cc7ab","104","false","false","5"
"USR_000057","PROD_000055","2024-09-27T22:49:39.261050581","ADD_TO_CART","fc63e065-6e33-479b-ac60-7e8f08b2f74e","298","false","false","5"
"USR_000782","PROD_000287","2024-10-11T22:49:39.261131633","ADD_TO_CART","4953bdaf-632d-4850-b7bb-a14604fbd5a9","78","false","false","5"
"USR_000634","PROD_000276","2024-11-18T22:49:39.261268762","WISHLIST","8b784c24-f254-47ee-bf75-13c1220c711e","262","false","false","3"
"USR_000817","PROD_000436","2024-10-20T22:49:39.261315612","PURCHASE","52afc1d3-656f-4744-b85a-fd80503a74e5","228","false","false","9"
"USR_000425","PROD_000206","2024-10-02T22:49:39.261399522","PURCHASE","a7cdbe6d-f5f8-48db-b90e-bcd6a0268492","232","false","false","0"
"USR_000139","PROD_000047","2024-11-11T22:49:39.261476698","WISHLIST","001d36d0-ce7d-4188-8e80-fa53f0fe6810","227","false","false","0"
"USR_000579","PROD_000475","2024-12-01T22:49:39.261562101","PURCHASE","63b1f973-7b34-4bcb-ae0b-0f766cc8abf4","8","false","false","6"
"USR_000579","PROD_000359","2024-10-21T22:49:39.261667660","REVIEW","2ec31619-fda4-415b-a290-b7f62649a54d","174","false","false","0"
"USR_000275","PROD_000235","2024-09-28T22:49:39.261699646","ADD_TO_CART","4f71b83c-4f28-4e76-bfb9-ac3b56ef5cef","184","true","true","3"
"USR_000293","PROD_000347","2024-11-05T22:49:39.261794438","VIEW","85854219-f1fc-4bc3-b3bf-64aef1c90568","85","false","false","5"
"USR_000508","PROD_000075","2024-09-30T22:49:39.261888774","PURCHASE","a33c84bc-3fbe-46f8-aea2-0fb0ba69ced5","183","false","false","3"
"USR_000112","PROD_000274","2024-11-03T22:49:39.262000207","REVIEW","79d2c896-b460-4cee-b5fb-673c92520b44","289","true","false","9"
"USR_000758","PROD_000054","2024-09-15T22:49:39.262095917","ADD_TO_CART","7ae5b496-0d7b-452b-afff-f2e12ab065a9","262","true","true","0"
"USR_000438","PROD_000457","2024-09-12T22:49:39.262135729","REVIEW","9fd99e53-405c-4758-ad69-5797e6dfad96","106","false","false","4"
"USR_000459","PROD_000313","2024-12-01T22:49:39.262253924","VIEW","bf698bb1-90d2-47f0-8918-150c94f240f7","135","true","true","6"
"USR_000356","PROD_000458","2024-09-17T22:49:39.262347988","REVIEW","699f5580-66a5-4af1-b91b-9fab31d1fb59","157","true","true","5"
"USR_000363","PROD_000031","2024-11-16T22:49:39.262441173","ADD_TO_CART","202ae4bb-6103-42a7-826e-1d3bed5f7330","32","false","false","9"
"USR_000603","PROD_000260","2024-10-14T22:49:39.262534204","ADD_TO_CART","aa494dac-2a71-40ce-91d0-43817575cf4c","154","true","false","2"
"USR_000910","PROD_000155","2024-10-11T22:49:39.262577226","REVIEW","f6c0efaf-7832-4ec1-bac3-ed056c6f13b9","42","false","false","8"
"USR_000707","PROD_000311","2024-12-05T22:49:39.262670773","ADD_TO_CART","8f084fbb-8eb5-4d57-9b41-5fd5fb2d832d","27","false","false","6"
"USR_000477","PROD_000316","2024-11-02T22:49:39.262771416","REVIEW","8eefb635-be6c-4741-9506-5f7937653bd5","77","false","false","3"
"USR_000718","PROD_000093","2024-11-04T22:49:39.262873285","REVIEW","25b57edb-8a31-47b6-bf71-6320c6d11769","169","false","false","3"
"USR_000100","PROD_000119","2024-11-05T22:49:39.262972208","VIEW","a01b1621-09ee-49fb-86a1-aecc171b2c27","30","false","false","2"
"USR_000223","PROD_000236","2024-10-28T22:49:39.263003259","ADD_TO_CART","ccf92a12-46d4-49ba-ba7b-2be672d870a8","89","true","true","1"
"USR_000693","PROD_000485","2024-11-01T22:49:39.263095894","WISHLIST","0a0a01e6-8958-4051-bdf1-08f440342b06","29","true","true","5"
"USR_000338","PROD_000386","2024-10-20T22:49:39.263205076","PURCHASE","78786421-1806-41a5-8764-e9505f2345f4","211","true","false","7"
"USR_000532","PROD_000493","2024-11-17T22:49:39.263309231","ADD_TO_CART","17135976-322d-4a55-b4cd-91265b1c1571","188","false","false","5"
"USR_000897","PROD_000113","2024-10-29T22:49:39.263403318","ADD_TO_CART","88886579-8ce9-48d9-ae3c-8b7849d518ca","31","true","false","0"
"USR_000114","PROD_000443","2024-11-01T22:49:39.263434","PURCHASE","3127c173-64b1-4e1d-8968-1f7f2780065a","52","true","false","1"
"USR_000988","PROD_000324","2024-09-28T22:49:39.263528618","ADD_TO_CART","7b534236-cd33-4ceb-b505-6b91d6fc3be8","78","true","false","4"
"USR_000113","PROD_000182","2024-11-20T22:49:39.263627265","ADD_TO_CART","c8b32566-b927-4f03-bd67-da013618d62f","290","false","false","1"
"USR_000803","PROD_000320","2024-11-05T22:49:39.263722492","PURCHASE","6462d7aa-30be-4f90-8c10-869d80cc538c","57","false","false","3"
"USR_000690","PROD_000143","2024-10-09T22:49:39.263816709","PURCHASE","8534d0c2-92b9-41af-bf8d-6c02bc4b0985","24","false","false","7"
"USR_000820","PROD_000257","2024-09-28T22:49:39.263853018","REVIEW","b6a61745-06b4-4181-aff4-72ee09a811fd","283","false","false","9"
"USR_000667","PROD_000274","2024-10-20T22:49:39.263946896","VIEW","ff6d3ca2-c5cb-46b0-8e3c-7081bb391f35","223","false","false","3"
"USR_000336","PROD_000035","2024-09-13T22:49:39.264039846","ADD_TO_CART","5e463183-d0db-4f54-adcc-d3686147dbd5","103","false","false","5"
"USR_000144","PROD_000066","2024-09-12T22:49:39.264137417","REVIEW","2311aa67-79b2-46e9-a26c-aab62df6bd96","258","false","false","7"
"USR_000362","PROD_000446","2024-12-03T22:49:39.264249641","PURCHASE","e60cffd4-04df-42e8-916b-899e8534273c","287","false","false","5"
"USR_000871","PROD_000213","2024-09-23T22:49:39.264281107","VIEW","5692ab0e-6e3a-42a8-8950-48d3283bfa19","115","false","false","9"
"USR_000248","PROD_000094","2024-12-03T22:49:39.264395366","ADD_TO_CART","37976593-ccc2-4e9c-84dd-27c3bec80e35","38","true","false","0"
"USR_000926","PROD_000355","2024-10-26T22:49:39.264490749","REVIEW","f64c2478-c48f-42e0-8943-8d28c933cd3b","187","false","false","7"
"USR_000801","PROD_000234","2024-12-03T22:49:39.264601128","PURCHASE","819d2f31-70fe-49bb-907c-1a964bda969b","16","true","false","6"
"USR_000670","PROD_000263","2024-09-26T22:49:39.264672670","PURCHASE","e40c55aa-4cba-4b4d-8889-c17a015b6b5e","96","true","false","6"
"USR_000271","PROD_000366","2024-10-28T22:49:39.264703290","PURCHASE","de2b69d3-219f-4344-854e-a19fff42a0cb","295","false","false","0"
"USR_000872","PROD_000464","2024-10-10T22:49:39.264810751","PURCHASE","d097ad75-bce6-41ef-ae14-a5c10447d93f","63","false","false","7"
"USR_000225","PROD_000135","2024-11-29T22:49:39.264879911","PURCHASE","aa524ce9-3026-4ce0-b9fb-c8df8ceae894","98","true","false","4"
"USR_000804","PROD_000320","2024-11-09T22:49:39.264928420","PURCHASE","e674107f-7729-441e-8955-f0d409d46dc3","35","false","false","2"
"USR_000175","PROD_000242","2024-11-23T22:49:39.264978590","WISHLIST","b988b740-70c7-4c8c-83fc-b911c251e350","135","true","false","5"
"USR_000009","PROD_000177","2024-10-16T22:49:39.265006031","REVIEW","891fc2af-4564-4e14-82a1-79caa8c39bcd","287","false","false","1"
"USR_000858","PROD_000241","2024-09-24T22:49:39.265092759","VIEW","a438ee96-4526-4a60-94f2-dca201d2dfe5","169","false","false","4"
"USR_000581","PROD_000217","2024-10-07T22:49:39.265146301","VIEW","de32c83a-2e03-42c9-8c6b-33f704b4ba24","185","true","false","9"
"USR_000561","PROD_000193","2024-09-23T22:49:39.265216751","VIEW","b6c2cd32-efa1-4926-88bc-38a1c1e746fd","211","false","false","2"
"USR_000487","PROD_000472","2024-11-01T22:49:39.265276612","PURCHASE","1e6d8a89-89a7-4fea-b93d-6ad6c21fba23","53","false","false","9"
"USR_000430","PROD_000451","2024-11-05T22:49:39.265315098","ADD_TO_CART","75189da2-bc05-4ebd-a2dc-ecdbdea6a8e6","214","false","false","4"
"USR_000920","PROD_000438","2024-09-22T22:49:39.265365623","WISHLIST","b6ff60b8-04a7-41bd-a435-a8f0029baaa6","141","true","true","2"
"USR_000810","PROD_000316","2024-12-05T22:49:39.265414317","ADD_TO_CART","1870f87f-08e2-41a4-89b5-66141cdaf967","247","false","false","3"
"USR_000996","PROD_000445","2024-09-19T22:49:39.265469703","WISHLIST","0bb2edae-6a0f-44e8-a2b3-ee636035a389","159","true","false","6"
"USR_000332","PROD_000069","2024-10-04T22:49:39.265519841","REVIEW","4c88241c-aea8-42b0-9b67-6261963385d9","251","true","false","3"
"USR_000904","PROD_000217","2024-09-12T22:49:39.265547812","WISHLIST","ba0b9d27-7ac0-4acb-887a-2d324039614f","9","true","false","6"
"USR_000645","PROD_000468","2024-12-06T22:49:39.265600592","VIEW","19bce4dc-a424-4b82-9687-43dee4b5f60d","214","false","false","7"
"USR_000503","PROD_000135","2024-10-06T22:49:39.265702374","PURCHASE","8087a4b8-f181-4655-8ee3-e9fbe14093e4","126","false","false","0"
"USR_000234","PROD_000097","2024-09-24T22:49:39.265795043","ADD_TO_CART","6fb9cd66-b106-4c0d-ba15-953462b5e371","125","true","true","2"
"USR_000496","PROD_000474","2024-11-05T22:49:39.265887359","REVIEW","b6647948-f819-4c81-abac-6d9c4a326aab","153","false","false","2"
"USR_000706","PROD_000146","2024-11-20T22:49:39.265940631","ADD_TO_CART","22d19070-7923-460a-84d2-988fff49aeda","172","false","false","3"
"USR_000822","PROD_000265","2024-11-05T22:49:39.266038644","REVIEW","c23299aa-3108-48bf-8fee-5fb2b8efd7b1","41","false","false","3"
"USR_000017","PROD_000154","2024-10-12T22:49:39.266141649","WISHLIST","d911b3ef-38a2-4d41-8887-ebd4565a04db","87","true","false","3"
"USR_000636","PROD_000395","2024-09-16T22:49:39.266239606","PURCHASE","6c37bfba-9466-4adb-9996-37386599f7e2","216","false","false","3"
"USR_000308","PROD_000473","2024-10-13T22:49:39.266328669","PURCHASE","1ed2462f-7292-47ac-ae46-8b21b4d7a452","129","false","false","5"
"USR_000700","PROD_000223","2024-09-25T22:49:39.266373372","VIEW","192055f0-62c4-4f1d-b629-ab3f50776981","87","false","false","7"
"USR_000959","PROD_000330","2024-11-26T22:49:39.266463413","REVIEW","47bcc822-3a7b-43f6-88e9-c96a5b433845","52","true","false","6"
"USR_000914","PROD_000414","2024-11-28T22:49:39.266552477","ADD_TO_CART","bf641738-b30a-4d1c-870f-3ebd047f7149","161","false","false","4"
"USR_000267","PROD_000194","2024-11-06T22:49:39.266642658","VIEW","cd054278-7a80-4a6b-882b-74117c6509fb","221","false","false","3"
"USR_000607","PROD_000169","2024-12-04T22:49:39.266738889","ADD_TO_CART","f3398fde-2813-4f35-a928-2e0d959079a4","54","false","false","6"
"USR_000909","PROD_000145","2024-10-25T22:49:39.266766464","VIEW","8ceed6e5-92cd-485c-8a04-483a6c660f23","206","false","false","0"
"USR_000141","PROD_000223","2024-09-30T22:49:39.266856945","VIEW","5673ca26-0935-42a5-b1e6-04b1974323de","40","false","false","4"
"USR_000107","PROD_000167","2024-11-19T22:49:39.266964512","PURCHASE","414868db-6740-43a3-8c79-19baf0f55e88","189","false","false","1"
"USR_000429","PROD_000143","2024-11-29T22:49:39.267057416","REVIEW","db60de14-232e-4141-ae4f-97621df0e98d","209","false","false","4"
"USR_000136","PROD_000347","2024-12-03T22:49:39.267145617","VIEW","4bfc1004-1a4d-43c0-a63d-0fb0bdad4045","262","true","false","4"
"USR_000501","PROD_000271","2024-09-26T22:49:39.267174805","ADD_TO_CART","1273f81f-9741-4e6e-aace-5495e1a939be","189","true","true","7"
"USR_000567","PROD_000297","2024-10-10T22:49:39.267273615","ADD_TO_CART","7b04d173-d91f-4e34-b0fb-723fa9b203e4","73","false","false","1"
"USR_000184","PROD_000477","2024-10-21T22:49:39.267362787","VIEW","1be13140-b699-44d8-806e-fbe663543a02","226","false","false","8"
"USR_000450","PROD_000273","2024-09-18T22:49:39.267462062","WISHLIST","a02ca879-ae2e-448e-b859-11676d2c7803","63","false","false","0"
"USR_000751","PROD_000391","2024-10-29T22:49:39.267572062","REVIEW","af33e032-b4a9-4e9c-8570-2ffd3092f60f","186","false","false","9"
"USR_000242","PROD_000281","2024-09-27T22:49:39.267603671","ADD_TO_CART","a7957e33-ddc4-4754-822d-6b970ebdf2eb","84","false","false","0"
"USR_000402","PROD_000292","2024-09-26T22:49:39.267695420","VIEW","7cae596c-2ccd-4d8d-bdc7-5f07e5416d55","116","false","false","6"
"USR_000591","PROD_000111","2024-09-24T22:49:39.267780849","REVIEW","ed962660-48cd-4659-a0ed-0f481c0b3664","197","false","false","9"
"USR_000658","PROD_000027","2024-11-23T22:49:39.267866372","WISHLIST","9ab0644d-d2eb-4d9e-add2-b7462c343e76","267","false","false","3"
"USR_000545","PROD_000170","2024-11-23T22:49:39.267966101","VIEW","3dc320d8-8b9f-4ced-977c-a8bdea495de9","102","false","false","7"
"USR_000776","PROD_000398","2024-09-22T22:49:39.267993044","WISHLIST","4882f8cb-3a6f-4061-bc78-4dd3694b0b66","43","false","false","5"
"USR_000448","PROD_000384","2024-10-28T22:49:39.268078950","REVIEW","2eac8352-35e8-427b-a29b-bff6c2ef80be","203","false","false","5"
"USR_000131","PROD_000315","2024-11-08T22:49:39.268186521","REVIEW","7882f32b-f77f-49b0-b466-7049b161084f","111","false","false","0"
"USR_000389","PROD_000432","2024-10-19T22:49:39.268280458","REVIEW","287c2231-73b1-4b5c-844e-83c247fcfaa3","78","false","false","9"
"USR_000589","PROD_000249","2024-09-16T22:49:39.268370694","PURCHASE","a1d93d89-6ac2-48dc-ae93-70e650965ad2","288","false","false","6"
"USR_000769","PROD_000128","2024-09-17T22:49:39.268394697","REVIEW","730c0372-64c4-4f72-a3fe-b66ed0d70e41","183","false","false","4"
"USR_000581","PROD_000366","2024-10-12T22:49:39.268479146","PURCHASE","414095fa-c180-4a7b-b899-1159ced90d30","100","true","true","8"
"USR_000912","PROD_000236","2024-09-10T22:49:39.268569195","REVIEW","40b5a296-f116-431e-b48c-c12f5f124687","255","false","false","5"
"USR_000937","PROD_000392","2024-10-03T22:49:39.268654049","REVIEW","f02b6993-1f65-4988-b8fd-3d54243b5e11","56","false","false","0"
"USR_000887","PROD_000414","2024-12-05T22:49:39.268738304","WISHLIST","bf795ef0-c520-4278-bc2f-3ca5b9c6f5e9","255","false","false","1"
"USR_000859","PROD_000263","2024-10-10T22:49:39.268761557","REVIEW","b95f334b-b4f7-4dc1-b2eb-1b6058bdc555","17","false","false","3"
"USR_000737","PROD_000010","2024-10-01T22:49:39.268853082","WISHLIST","8396c793-ac96-4e17-b911-829b5e59e633","142","false","false","4"
"USR_000596","PROD_000344","2024-11-02T22:49:39.268903389","VIEW","3bced612-d08d-42bb-8d64-06e6d0e6e173","184","false","false","9"
"USR_000619","PROD_000484","2024-09-19T22:49:39.268942735","REVIEW","b76c5a3e-2f8d-4ec3-a8ff-58fe0be463ec","261","false","false","8"
"USR_000719","PROD_000145","2024-10-11T22:49:39.268980116","ADD_TO_CART","f8fcf292-b91c-4e0f-9845-48c5f89ae070","225","true","false","9"
"USR_000457","PROD_000356","2024-09-18T22:49:39.269011008","ADD_TO_CART","ec2734ce-faac-4e7f-858a-e17deb7aa6d9","62","false","false","1"
"USR_000229","PROD_000424","2024-09-28T22:49:39.269049164","VIEW","9bb35f99-50cb-451b-8bfc-aa16c119a253","122","true","true","9"
"USR_000934","PROD_000355","2024-10-31T22:49:39.269086932","REVIEW","c953fa62-9040-455a-9f9f-0a195040be6a","61","true","false","0"
"USR_000454","PROD_000238","2024-11-04T22:49:39.269129522","WISHLIST","a7f5c106-fd87-4a25-af9f-94abfed062a2","0","false","false","0"
"USR_000656","PROD_000493","2024-10-30T22:49:39.269167357","REVIEW","d32b85b9-c893-46e1-8997-4cc60615b8b6","250","false","false","7"
"USR_000696","PROD_000217","2024-11-26T22:49:39.269196062","ADD_TO_CART","c55bb519-a748-4897-bf26-2f39cbedb4e3","296","false","false","0"
"USR_000945","PROD_000428","2024-12-05T22:49:39.269242721","VIEW","1f3e518f-8d4c-497e-b3fd-25b8507c0a01","135","false","false","2"
"USR_000590","PROD_000031","2024-11-11T22:49:39.269291629","REVIEW","63a02af3-8ef0-43bd-8204-a9866ddb31e6","239","false","false","6"
