"order_id","user_id","order_date","total_amount","status","payment_method","shipping_address"
"ORD_000082","USR_000376","2024-10-22T22:49:39.452781003","3344,64","CANCELLED","DEBIT_CARD","Houston"
"ORD_000083","USR_000809","2024-11-16T22:49:39.452848926","5255,47","CONFIRMED","BANK_TRANSFER","Miami"
"ORD_000084","USR_000050","2024-11-15T22:49:39.452920561","679,45","CONFIRMED","BANK_TRANSFER","Chicago"
"ORD_000085","USR_000899","2024-09-09T22:49:39.452979286","1958,06","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000086","USR_000723","2024-12-03T22:49:39.453028269","255,87","PENDING","DEBIT_CARD","Miami"
"ORD_000087","USR_000472","2024-11-12T22:49:39.453056967","348,99","CANCELLED","PAYPAL","Houston"
"ORD_000088","USR_000642","2024-09-30T22:49:39.453087135","3614,78","SHIPPED","CREDIT_CARD","New York"
"ORD_000089","USR_000898","2024-11-12T22:49:39.453139446","1165,48","DELIVERED","CREDIT_CARD","New York"
"ORD_000090","USR_000650","2024-10-19T22:49:39.453201016","3379,12","CONFIRMED","DEBIT_CARD","New York"
"ORD_000091","USR_000326","2024-09-11T22:49:39.453275385","1707,44","CONFIRMED","BANK_TRANSFER","Miami"
"ORD_000092","USR_000817","2024-09-20T22:49:39.453303198","4918,97","DELIVERED","PAYPAL","Houston"
"ORD_000093","USR_000716","2024-09-24T22:49:39.453373796","1145,93","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000094","USR_000375","2024-09-11T22:49:39.453414894","1058,53","PENDING","PAYPAL","Chicago"
"ORD_000095","USR_000888","2024-11-11T22:49:39.453448373","1091,32","CANCELLED","BANK_TRANSFER","Los Angeles"
"ORD_000096","USR_000442","2024-10-29T22:49:39.453505214","4108,86","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000097","USR_000049","2024-09-17T22:49:39.453569281","2632,81","PENDING","PAYPAL","Miami"
"ORD_000098","USR_000721","2024-09-15T22:49:39.453608534","847,57","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000099","USR_000467","2024-11-15T22:49:39.453642107","5730,77","CONFIRMED","CREDIT_CARD","New York"
"ORD_000100","USR_000441","2024-09-16T22:49:39.453699879","3981,14","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000101","USR_000649","2024-11-11T22:49:39.453753194","6364,05","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000102","USR_000194","2024-11-17T22:49:39.453815822","1553,63","PENDING","BANK_TRANSFER","New York"
"ORD_000103","USR_000589","2024-10-22T22:49:39.453845878","2479,03","PENDING","BANK_TRANSFER","New York"
"ORD_000104","USR_000474","2024-11-09T22:49:39.453885063","3215,78","PENDING","BANK_TRANSFER","Chicago"
"ORD_000105","USR_000922","2024-11-20T22:49:39.453946061","5271,24","DELIVERED","CREDIT_CARD","Houston"
"ORD_000106","USR_000316","2024-10-14T22:49:39.454014105","3516,32","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000107","USR_000341","2024-10-14T22:49:39.454075508","2111,33","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000108","USR_000581","2024-09-30T22:49:39.454120252","1496,75","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000109","USR_000601","2024-11-05T22:49:39.454164106","5051,04","SHIPPED","DEBIT_CARD","Houston"
"ORD_000110","USR_000624","2024-09-22T22:49:39.454250386","2206,77","DELIVERED","BANK_TRANSFER","New York"
"ORD_000111","USR_000881","2024-11-04T22:49:39.454306102","3971,47","PENDING","CREDIT_CARD","Miami"
"ORD_000112","USR_000416","2024-10-26T22:49:39.454385602","6578,91","CANCELLED","PAYPAL","Houston"
"ORD_000113","USR_000270","2024-12-03T22:49:39.454468135","6175,13","PENDING","BANK_TRANSFER","Chicago"
"ORD_000114","USR_000134","2024-09-27T22:49:39.454540400","4313,04","CONFIRMED","CREDIT_CARD","Chicago"
"ORD_000115","USR_000434","2024-10-02T22:49:39.454624131","2216,51","PENDING","PAYPAL","Miami"
"ORD_000116","USR_000940","2024-09-09T22:49:39.454688310","1695,38","DELIVERED","DEBIT_CARD","New York"
"ORD_000117","USR_000102","2024-09-13T22:49:39.454716217","1033,80","CONFIRMED","DEBIT_CARD","Houston"
"ORD_000118","USR_000644","2024-10-25T22:49:39.454755473","1430,22","PENDING","DEBIT_CARD","Los Angeles"
"ORD_000119","USR_000105","2024-10-05T22:49:39.454813900","6265,20","DELIVERED","DEBIT_CARD","Houston"
"ORD_000120","USR_000806","2024-11-02T22:49:39.454882874","1289,00","CONFIRMED","CREDIT_CARD","Houston"
"ORD_000121","USR_000923","2024-10-09T22:49:39.454922713","1016,90","CANCELLED","DEBIT_CARD","Houston"
"ORD_000122","USR_000440","2024-11-24T22:49:39.454966306","2180,00","DELIVERED","PAYPAL","Los Angeles"
"ORD_000123","USR_000541","2024-11-29T22:49:39.454995407","3750,91","CONFIRMED","PAYPAL","New York"
"ORD_000124","USR_000286","2024-11-25T22:49:39.455034686","3497,43","CANCELLED","PAYPAL","Houston"
"ORD_000125","USR_000723","2024-10-20T22:49:39.455111421","4887,07","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000126","USR_000494","2024-09-20T22:49:39.455165460","1589,76","SHIPPED","DEBIT_CARD","Miami"
"ORD_000127","USR_000476","2024-10-19T22:49:39.455235787","100,51","CANCELLED","PAYPAL","Los Angeles"
"ORD_000128","USR_000980","2024-11-23T22:49:39.455265420","967,78","PENDING","CREDIT_CARD","New York"
"ORD_000129","USR_000969","2024-11-17T22:49:39.455294949","3543,96","DELIVERED","DEBIT_CARD","New York"
"ORD_000130","USR_000778","2024-10-29T22:49:39.455341863","2124,34","CANCELLED","CREDIT_CARD","New York"
"ORD_000131","USR_000236","2024-12-05T22:49:39.455371739","693,74","PENDING","BANK_TRANSFER","New York"
"ORD_000132","USR_000176","2024-12-01T22:49:39.455415225","1381,87","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000133","USR_000396","2024-09-12T22:49:39.455442486","427,16","CANCELLED","PAYPAL","Miami"
"ORD_000134","USR_000870","2024-09-08T22:49:39.455469402","1028,73","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000135","USR_000115","2024-10-08T22:49:39.455529621","3250,46","DELIVERED","PAYPAL","Los Angeles"
"ORD_000136","USR_000151","2024-10-29T22:49:39.455599316","1421,57","CANCELLED","DEBIT_CARD","New York"
"ORD_000137","USR_000495","2024-09-28T22:49:39.455638533","3861,08","DELIVERED","BANK_TRANSFER","New York"
"ORD_000138","USR_000515","2024-09-08T22:49:39.455708444","1460,95","PENDING","BANK_TRANSFER","Houston"
"ORD_000139","USR_000776","2024-10-09T22:49:39.455776374","4715,43","DELIVERED","CREDIT_CARD","Houston"
"ORD_000140","USR_000003","2024-09-19T22:49:39.455830983","5577,70","CONFIRMED","BANK_TRANSFER","Miami"
"ORD_000141","USR_000394","2024-10-22T22:49:39.455907202","2396,96","SHIPPED","CREDIT_CARD","Los Angeles"
"ORD_000142","USR_000026","2024-10-12T22:49:39.455978923","1878,10","DELIVERED","PAYPAL","Miami"
"ORD_000143","USR_000531","2024-11-24T22:49:39.456007308","1113,82","CONFIRMED","CREDIT_CARD","New York"
"ORD_000144","USR_000083","2024-10-19T22:49:39.456064876","1343,05","DELIVERED","PAYPAL","Los Angeles"
"ORD_000145","USR_000467","2024-10-08T22:49:39.456112766","3155,79","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000146","USR_000366","2024-10-10T22:49:39.456188107","2552,77","PENDING","CREDIT_CARD","Houston"
"ORD_000147","USR_000401","2024-09-13T22:49:39.456227821","2680,35","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000148","USR_000352","2024-10-20T22:49:39.456266993","3967,58","PENDING","DEBIT_CARD","New York"
"ORD_000149","USR_000050","2024-12-05T22:49:39.456349701","3425,34","CONFIRMED","DEBIT_CARD","Houston"
"ORD_000150","USR_000156","2024-11-09T22:49:39.456404284","603,50","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000151","USR_000341","2024-10-06T22:49:39.456432671","3319,91","SHIPPED","DEBIT_CARD","Los Angeles"
"ORD_000152","USR_000934","2024-11-15T22:49:39.456497476","2361,06","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000153","USR_000634","2024-11-03T22:49:39.456575140","799,24","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000154","USR_000931","2024-09-09T22:49:39.456611215","3172,92","CANCELLED","CREDIT_CARD","Miami"
"ORD_000155","USR_000009","2024-10-08T22:49:39.456677489","4303,09","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000156","USR_000672","2024-10-02T22:49:39.456753088","3279,32","PENDING","DEBIT_CARD","Chicago"
"ORD_000157","USR_000229","2024-12-04T22:49:39.456805407","672,07","CANCELLED","DEBIT_CARD","New York"
"ORD_000158","USR_000571","2024-09-11T22:49:39.456833313","1555,37","CONFIRMED","PAYPAL","Houston"
"ORD_000159","USR_000887","2024-09-16T22:49:39.456866298","482,65","PENDING","PAYPAL","Los Angeles"
"ORD_000160","USR_000119","2024-10-20T22:49:39.456901198","958,46","CANCELLED","DEBIT_CARD","New York"
"ORD_000161","USR_000132","2024-10-16T22:49:39.456930931","4173,16","CANCELLED","PAYPAL","New York"
"ORD_000162","USR_000959","2024-09-24T22:49:39.456983427","2069,04","SHIPPED","CREDIT_CARD","Los Angeles"
"ORD_000163","USR_000565","2024-11-05T22:49:39.457043474","3672,32","CANCELLED","CREDIT_CARD","Miami"
"ORD_000164","USR_000705","2024-09-17T22:49:39.457108290","3319,63","DELIVERED","PAYPAL","Los Angeles"
"ORD_000165","USR_000692","2024-11-28T22:49:39.457150167","2270,99","DELIVERED","DEBIT_CARD","Miami"
"ORD_000166","USR_000243","2024-11-27T22:49:39.457203724","2593,78","SHIPPED","DEBIT_CARD","Los Angeles"
"ORD_000167","USR_000350","2024-11-16T22:49:39.457259568","911,09","DELIVERED","PAYPAL","Houston"
"ORD_000168","USR_000552","2024-10-23T22:49:39.457313537","3500,14","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000169","USR_000786","2024-10-08T22:49:39.457379298","2947,05","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000170","USR_000114","2024-11-12T22:49:39.457436342","4953,81","CANCELLED","CREDIT_CARD","New York"
"ORD_000171","USR_000998","2024-10-19T22:49:39.457507006","1291,13","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000172","USR_000177","2024-11-05T22:49:39.457536126","3307,39","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000173","USR_000673","2024-10-08T22:49:39.457588786","2321,61","SHIPPED","CREDIT_CARD","New York"
"ORD_000174","USR_000166","2024-10-24T22:49:39.457652488","2733,19","CONFIRMED","PAYPAL","Los Angeles"
"ORD_000175","USR_000998","2024-12-01T22:49:39.457705166","2942,02","PENDING","DEBIT_CARD","New York"
"ORD_000176","USR_000457","2024-11-19T22:49:39.457747632","1403,86","PENDING","BANK_TRANSFER","Miami"
"ORD_000177","USR_000028","2024-11-19T22:49:39.457780394","3747,61","DELIVERED","PAYPAL","Houston"
"ORD_000178","USR_000364","2024-10-13T22:49:39.457835385","3143,03","DELIVERED","DEBIT_CARD","Miami"
"ORD_000179","USR_000687","2024-10-24T22:49:39.457881717","2445,91","PENDING","BANK_TRANSFER","Miami"
"ORD_000180","USR_000908","2024-09-28T22:49:39.457928664","1662,30","PENDING","CREDIT_CARD","New York"
"ORD_000181","USR_000742","2024-12-06T22:49:39.457956769","1634,07","PENDING","BANK_TRANSFER","Houston"
"ORD_000182","USR_000910","2024-10-09T22:49:39.457986607","1158,31","CONFIRMED","BANK_TRANSFER","Chicago"
"ORD_000183","USR_000058","2024-10-22T22:49:39.458014319","2041,07","CANCELLED","CREDIT_CARD","Miami"
"ORD_000184","USR_000492","2024-10-20T22:49:39.458070957","1265,92","CANCELLED","PAYPAL","New York"
"ORD_000185","USR_000582","2024-09-30T22:49:39.458137703","4254,89","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000186","USR_000380","2024-10-04T22:49:39.458211430","130,98","CANCELLED","CREDIT_CARD","New York"
"ORD_000187","USR_000337","2024-09-30T22:49:39.458248784","72,07","DELIVERED","DEBIT_CARD","Houston"
"ORD_000188","USR_000447","2024-09-10T22:49:39.458277124","966,55","DELIVERED","PAYPAL","Miami"
"ORD_000189","USR_000557","2024-10-03T22:49:39.458334373","5510,24","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000190","USR_000990","2024-09-14T22:49:39.458406471","6559,96","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000191","USR_000145","2024-12-05T22:49:39.458499318","2047,79","CONFIRMED","CREDIT_CARD","New York"
"ORD_000192","USR_000522","2024-10-16T22:49:39.458586409","378,02","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000193","USR_000821","2024-09-25T22:49:39.458639356","1538,15","SHIPPED","DEBIT_CARD","Houston"
"ORD_000194","USR_000359","2024-11-26T22:49:39.458714606","2675,64","PENDING","BANK_TRANSFER","Houston"
"ORD_000195","USR_000742","2024-09-22T22:49:39.458787910","5007,38","CANCELLED","PAYPAL","Houston"
"ORD_000196","USR_000065","2024-11-06T22:49:39.458861383","1874,73","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000197","USR_000218","2024-09-13T22:49:39.458901098","3379,34","PENDING","DEBIT_CARD","Chicago"
"ORD_000198","USR_000265","2024-11-13T22:49:39.458940771","1293,59","SHIPPED","DEBIT_CARD","Los Angeles"
"ORD_000199","USR_000119","2024-11-07T22:49:39.458994345","3419,63","CANCELLED","CREDIT_CARD","Houston"
"ORD_000200","USR_000494","2024-10-12T22:49:39.459036017","2883,17","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000201","USR_000266","2024-09-11T22:49:39.459103220","5302,46","PENDING","DEBIT_CARD","Los Angeles"
"ORD_000202","USR_000651","2024-10-17T22:49:39.459167281","4109,44","DELIVERED","CREDIT_CARD","Miami"
"ORD_000203","USR_000026","2024-11-18T22:49:39.459246409","2691,09","PENDING","BANK_TRANSFER","Chicago"
"ORD_000204","USR_000496","2024-11-06T22:49:39.459330491","3386,53","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000205","USR_000788","2024-09-08T22:49:39.459400700","689,37","PENDING","DEBIT_CARD","Houston"
"ORD_000206","USR_000215","2024-11-11T22:49:39.459439097","1101,52","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000207","USR_000104","2024-11-05T22:49:39.459493599","2222,28","SHIPPED","PAYPAL","Houston"
"ORD_000208","USR_000578","2024-09-14T22:49:39.459550841","1265,92","SHIPPED","BANK_TRANSFER","New York"
"ORD_000209","USR_000781","2024-10-30T22:49:39.459590658","1184,55","CONFIRMED","DEBIT_CARD","New York"
"ORD_000210","USR_000481","2024-11-20T22:49:39.459633345","4825,89","DELIVERED","DEBIT_CARD","Miami"
"ORD_000211","USR_000008","2024-10-03T22:49:39.459699806","1049,42","SHIPPED","PAYPAL","Chicago"
"ORD_000212","USR_000407","2024-11-21T22:49:39.459764025","2659,71","CANCELLED","DEBIT_CARD","Los Angeles"
"ORD_000213","USR_000342","2024-10-11T22:49:39.459816341","6313,52","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000214","USR_000656","2024-10-23T22:49:39.459910741","1907,19","CANCELLED","CREDIT_CARD","Miami"
"ORD_000215","USR_000687","2024-11-20T22:49:39.459984556","591,19","CONFIRMED","BANK_TRANSFER","New York"
"ORD_000216","USR_000588","2024-09-15T22:49:39.460022770","58,56","PENDING","PAYPAL","Houston"
"ORD_000217","USR_000517","2024-12-01T22:49:39.460074558","1053,67","DELIVERED","DEBIT_CARD","Los Angeles"
"ORD_000218","USR_000922","2024-12-06T22:49:39.460133970","7624,14","SHIPPED","DEBIT_CARD","Houston"
"ORD_000219","USR_000671","2024-09-18T22:49:39.460240721","975,54","SHIPPED","DEBIT_CARD","New York"
"ORD_000220","USR_000320","2024-09-11T22:49:39.460279963","1403,99","DELIVERED","DEBIT_CARD","New York"
"ORD_000221","USR_000718","2024-10-21T22:49:39.460355860","2086,72","PENDING","BANK_TRANSFER","Los Angeles"
"ORD_000222","USR_000403","2024-11-18T22:49:39.460410222","1728,89","CANCELLED","BANK_TRANSFER","Los Angeles"
"ORD_000223","USR_000075","2024-09-16T22:49:39.460447130","2700,35","PENDING","CREDIT_CARD","Chicago"
"ORD_000224","USR_000649","2024-10-14T22:49:39.460529024","588,85","CANCELLED","DEBIT_CARD","Miami"
"ORD_000225","USR_000409","2024-10-27T22:49:39.460568216","883,11","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000226","USR_000472","2024-11-24T22:49:39.460619936","1643,67","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000227","USR_000065","2024-11-08T22:49:39.460689987","2199,68","PENDING","CREDIT_CARD","Los Angeles"
"ORD_000228","USR_000642","2024-11-22T22:49:39.460767919","2581,80","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000229","USR_000144","2024-09-26T22:49:39.460844491","804,17","PENDING","BANK_TRANSFER","New York"
"ORD_000230","USR_000621","2024-11-26T22:49:39.460908753","3493,22","CANCELLED","CREDIT_CARD","New York"
"ORD_000231","USR_000898","2024-10-29T22:49:39.460996447","2706,16","SHIPPED","DEBIT_CARD","New York"
"ORD_000232","USR_000212","2024-10-08T22:49:39.461065074","1024,14","PENDING","CREDIT_CARD","Los Angeles"
"ORD_000233","USR_000647","2024-11-15T22:49:39.461122196","5278,17","CANCELLED","BANK_TRANSFER","Houston"
"ORD_000234","USR_000637","2024-09-11T22:49:39.461228073","570,61","CANCELLED","DEBIT_CARD","New York"
"ORD_000235","USR_000096","2024-11-11T22:49:39.461262295","2383,70","SHIPPED","PAYPAL","Miami"
"ORD_000236","USR_000469","2024-12-03T22:49:39.461310748","1945,51","PENDING","CREDIT_CARD","Miami"
"ORD_000237","USR_000517","2024-11-25T22:49:39.461361636","1541,48","SHIPPED","BANK_TRANSFER","Houston"
"ORD_000238","USR_000633","2024-11-23T22:49:39.461436949","818,89","SHIPPED","PAYPAL","Miami"
"ORD_000239","USR_000485","2024-09-27T22:49:39.461475007","456,87","CONFIRMED","BANK_TRANSFER","Los Angeles"
"ORD_000240","USR_000572","2024-09-26T22:49:39.461508194","1952,47","DELIVERED","PAYPAL","Chicago"
